	Manipulation	d ecrasement	Filename	cristallisation_sel_2025-06-06bis.dat	Date	11/6/2025	Time	10:54:00 s	Remarque	ecrasement de  .... d'une epaisseur de 	TempsEntreMesure	60.000 s	TempsRelaxation	0.000 s	CourseTotal	0.000 mm	NbrEcrasement	0



Temps(s)	Position(mm)	Force(g)	Mouvement(0 ou 1)	Résistance(ohm)
3090.047	0.000	-9.601	0	0.000
3150.056	0.000	-9.590	0	0.000
3210.041	0.000	-9.580	0	0.000
3270.030	0.000	-9.585	0	0.000
3330.045	0.000	-9.570	0	0.000
3390.049	0.000	-9.558	0	0.000
3450.034	0.000	-9.550	0	0.000
3510.018	0.000	-9.548	0	0.000
3570.033	0.000	-9.536	0	0.000
3630.042	0.000	-9.523	0	0.000
3690.051	0.000	-9.516	0	0.000
3750.051	0.000	-9.515	0	0.000
3810.030	0.000	-9.500	0	0.000
3870.015	0.000	-9.487	0	0.000
3930.019	0.000	-9.480	0	0.000
3990.019	0.000	-9.479	0	0.000
4050.028	0.000	-9.465	0	0.000
4110.028	0.000	-9.452	0	0.000
4170.012	0.000	-9.450	0	0.000
4230.012	0.000	-9.437	0	0.000
4290.021	0.000	-9.425	0	0.000
4350.041	0.000	-9.413	0	0.000
4410.045	0.000	-9.410	0	0.000
4470.040	0.000	-9.399	0	0.000
4530.044	0.000	-9.385	0	0.000
4590.054	0.000	-9.372	0	0.000
4650.033	0.000	-9.370	0	0.000
4710.023	0.000	-9.359	0	0.000
4770.017	0.000	-9.345	0	0.000
4830.032	0.000	-9.331	0	0.000
4890.051	0.000	-9.330	0	0.000
4950.041	0.000	-9.316	0	0.000
5010.020	0.000	-9.303	0	0.000
5070.029	0.000	-9.290	0	0.000
5130.029	0.000	-9.289	0	0.000
5190.028	0.000	-9.274	0	0.000
5250.058	0.000	-9.258	0	0.000
5310.032	0.000	-9.250	0	0.000
5370.002	0.000	-9.245	0	0.000
5430.021	0.000	-9.231	0	0.000
5490.021	0.000	-9.214	0	0.000
5550.015	0.000	-9.210	0	0.000
5610.035	0.000	-9.202	0	0.000
5670.029	0.000	-9.187	0	0.000
5730.034	0.000	-9.174	0	0.000
5790.043	0.000	-9.170	0	0.000
5850.028	0.000	-9.161	0	0.000
5910.032	0.000	-9.145	0	0.000
5970.042	0.000	-9.124	0	0.000
6030.026	0.000	-9.120	0	0.000
6090.031	0.000	-9.108	0	0.000
6150.035	0.000	-9.093	0	0.000
6210.039	0.000	-9.082	0	0.000
6270.039	0.000	-9.072	0	0.000
6330.013	0.000	-9.068	0	0.000
6390.023	0.000	-9.051	0	0.000
6450.042	0.000	-9.038	0	0.000
6510.022	0.000	-9.034	0	0.000
6570.026	0.000	-9.020	0	0.000
6630.026	0.000	-9.003	0	0.000
6690.030	0.000	-8.991	0	0.000
6750.035	0.000	-8.987	0	0.000
6810.009	0.000	-8.977	0	0.000
6870.024	0.000	-8.959	0	0.000
6930.028	0.000	-8.950	0	0.000
6990.038	0.000	-8.947	0	0.000
7050.032	0.000	-8.932	0	0.000
7110.007	0.000	-8.914	0	0.000
7170.006	0.000	-8.900	0	0.000
7230.016	0.000	-8.898	0	0.000
7290.025	0.000	-8.882	0	0.000
7350.020	0.000	-8.867	0	0.000
7410.029	0.000	-8.860	0	0.000
7470.049	0.000	-8.853	0	0.000
7530.038	0.000	-8.833	0	0.000
7590.027	0.000	-8.815	0	0.000
7650.032	0.000	-8.810	0	0.000
7710.016	0.000	-8.799	0	0.000
7770.011	0.000	-8.781	0	0.000
7830.015	0.000	-8.761	0	0.000
7890.015	0.000	-8.756	0	0.000
7950.014	0.000	-8.745	0	0.000
8010.029	0.000	-8.727	0	0.000
8070.043	0.000	-8.706	0	0.000
8130.023	0.000	-8.700	0	0.000
8190.012	0.000	-8.687	0	0.000
8250.017	0.000	-8.669	0	0.000
8310.026	0.000	-8.652	0	0.000
8370.036	0.000	-8.650	0	0.000
8430.045	0.000	-8.631	0	0.000
8490.030	0.000	-8.614	0	0.000
8550.014	0.000	-8.595	0	0.000
8610.014	0.000	-8.589	0	0.000
8670.003	0.000	-8.572	0	0.000
8730.008	0.000	-8.554	0	0.000
8790.032	0.000	-8.540	0	0.000
8850.031	0.000	-8.535	0	0.000
8910.011	0.000	-8.512	0	0.000
8970.015	0.000	-8.492	0	0.000
9030.025	0.000	-8.480	0	0.000
9090.019	0.000	-8.471	0	0.000
9150.009	0.000	-8.449	0	0.000
9210.018	0.000	-8.427	0	0.000
9270.023	0.000	-8.410	0	0.000
9330.027	0.000	-8.405	0	0.000
9390.022	0.000	-8.386	0	0.000
9450.011	0.000	-8.364	0	0.000
9510.031	0.000	-8.350	0	0.000
9570.025	0.000	-8.339	0	0.000
9630.005	0.000	-8.319	0	0.000
9690.019	0.000	-8.298	0	0.000
9750.024	0.000	-8.284	0	0.000
9810.008	0.000	-8.271	0	0.000
9870.023	0.000	-8.251	0	0.000
9930.022	0.000	-8.229	0	0.000
9990.007	0.000	-8.218	0	0.000
10050.011	0.000	-8.200	0	0.000
10110.010	0.000	-8.177	0	0.000
10170.035	0.000	-8.155	0	0.000
10230.044	0.000	-8.147	0	0.000
10290.044	0.000	-8.127	0	0.000
10350.053	0.000	-8.104	0	0.000
10410.033	0.000	-8.084	0	0.000
10470.032	0.000	-8.077	0	0.000
10530.042	0.000	-8.057	0	0.000
10590.046	0.000	-8.036	0	0.000
10650.031	0.000	-8.014	0	0.000
10710.015	0.000	-8.006	0	0.000
10770.025	0.000	-7.983	0	0.000
10830.014	0.000	-7.960	0	0.000
10890.014	0.000	-7.936	0	0.000
10950.018	0.000	-7.928	0	0.000
11010.028	0.000	-7.907	0	0.000
11070.047	0.000	-7.883	0	0.000
11130.027	0.000	-7.865	0	0.000
11190.016	0.000	-7.855	0	0.000
11250.021	0.000	-7.831	0	0.000
11310.035	0.000	-7.810	0	0.000
11370.040	0.000	-7.793	0	0.000
11430.034	0.000	-7.781	0	0.000
11490.043	0.000	-7.757	0	0.000
11550.038	0.000	-7.736	0	0.000
11610.022	0.000	-7.721	0	0.000
11670.022	0.000	-7.708	0	0.000
11730.026	0.000	-7.679	0	0.000
11790.031	0.000	-7.659	0	0.000
11850.025	0.000	-7.642	0	0.000
11910.010	0.000	-7.628	0	0.000
11970.014	0.000	-7.602	0	0.000
12030.014	0.000	-7.581	0	0.000
12090.018	0.000	-7.566	0	0.000
12150.038	0.000	-7.541	0	0.000
12210.032	0.000	-7.516	0	0.000
12270.017	0.000	-7.491	0	0.000
12330.026	0.000	-7.477	0	0.000
12390.031	0.000	-7.457	0	0.000
12450.030	0.000	-7.427	0	0.000
12510.030	0.000	-7.403	0	0.000
12570.024	0.000	-7.392	0	0.000
12630.013	0.000	-7.364	0	0.000
12690.023	0.000	-7.338	0	0.000
12750.027	0.000	-7.314	0	0.000
12810.012	0.000	-7.298	0	0.000
12870.011	0.000	-7.270	0	0.000
12930.021	0.000	-7.240	0	0.000
12990.040	0.000	-7.217	0	0.000
13050.035	0.000	-7.201	0	0.000
13110.009	0.000	-7.168	0	0.000
13170.014	0.000	-7.140	0	0.000
13230.038	0.000	-7.117	0	0.000
13290.038	0.000	-7.096	0	0.000
13350.027	0.000	-7.065	0	0.000
13410.017	0.000	-7.036	0	0.000
13470.001	0.000	-7.014	0	0.000
13530.026	0.000	-6.995	0	0.000
13590.035	0.000	-6.963	0	0.000
13650.025	0.000	-6.933	0	0.000
13710.034	0.000	-6.913	0	0.000
13770.024	0.000	-6.890	0	0.000
13830.023	0.000	-6.858	0	0.000
13890.033	0.000	-6.830	0	0.000
13950.042	0.000	-6.811	0	0.000
14010.051	0.000	-6.785	0	0.000
14070.026	0.000	-6.751	0	0.000
14130.030	0.000	-6.720	0	0.000
14190.040	0.000	-6.705	0	0.000
14250.039	0.000	-6.674	0	0.000
14310.049	0.000	-6.641	0	0.000
14370.028	0.000	-6.610	0	0.000
14430.008	0.000	-6.594	0	0.000
14490.032	0.000	-6.561	0	0.000
14550.047	0.000	-6.529	0	0.000
14610.016	0.000	-6.498	0	0.000
14670.016	0.000	-6.480	0	0.000
14730.020	0.000	-6.449	0	0.000
14790.030	0.000	-6.414	0	0.000
14850.039	0.000	-6.386	0	0.000
14910.044	0.000	-6.366	0	0.000
14970.038	0.000	-6.333	0	0.000
15030.013	0.000	-6.300	0	0.000
15090.027	0.000	-6.271	0	0.000
15150.042	0.000	-6.247	0	0.000
15210.031	0.000	-6.213	0	0.000
15270.035	0.000	-6.181	0	0.000
15330.030	0.000	-6.154	0	0.000
15390.034	0.000	-6.131	0	0.000
15450.049	0.000	-6.094	0	0.000
15510.033	0.000	-6.062	0	0.000
15570.038	0.000	-6.036	0	0.000
15630.027	0.000	-6.012	0	0.000
15690.022	0.000	-5.978	0	0.000
15750.021	0.000	-5.945	0	0.000
15810.021	0.000	-5.921	0	0.000
15870.025	0.000	-5.894	0	0.000
15930.010	0.000	-5.857	0	0.000
15990.024	0.000	-5.823	0	0.000
16050.049	0.000	-5.803	0	0.000
16110.053	0.000	-5.771	0	0.000
16170.028	0.000	-5.736	0	0.000
16230.007	0.000	-5.706	0	0.000
16290.027	0.000	-7.421	0	0.000
16350.041	0.000	-8.189	0	0.000
16410.026	0.000	-8.363	0	0.000
16470.030	0.000	-8.422	0	0.000
16530.029	0.000	-8.478	0	0.000
16590.009	0.000	-8.489	0	0.000
16650.008	0.000	-8.480	0	0.000
16710.018	0.000	-8.480	0	0.000
16770.017	0.000	-8.537	0	0.000
16830.032	0.000	-8.610	0	0.000
16890.036	0.000	-8.598	0	0.000
16950.026	0.000	-8.590	0	0.000
17010.030	0.000	-8.650	0	0.000
17070.045	0.000	-8.681	0	0.000
17130.049	0.000	-8.652	0	0.000
17190.029	0.000	-8.650	0	0.000
17250.038	0.000	-8.647	0	0.000
17310.048	0.000	-8.633	0	0.000
17370.032	0.000	-8.618	0	0.000
17430.032	0.000	-8.615	0	0.000
17490.036	0.000	-8.619	0	0.000
17550.036	0.000	-8.607	0	0.000
17610.035	0.000	-8.592	0	0.000
17670.030	0.000	-8.584	0	0.000
17730.014	0.000	-8.590	0	0.000
17790.028	0.000	-8.585	0	0.000
17850.058	0.000	-8.573	0	0.000
17910.032	0.000	-8.564	0	0.000
17970.027	0.000	-8.545	0	0.000
18030.041	0.000	-8.545	0	0.000
18090.016	0.000	-8.562	0	0.000
18150.020	0.000	-8.584	0	0.000
18210.030	0.000	-8.585	0	0.000
18270.039	0.000	-8.566	0	0.000
18330.044	0.000	-8.554	0	0.000
18390.018	0.000	-8.550	0	0.000
18450.023	0.000	-8.544	0	0.000
18510.042	0.000	-8.528	0	0.000
18570.027	0.000	-8.520	0	0.000
18630.011	0.000	-8.520	0	0.000
18690.011	0.000	-8.509	0	0.000
18750.030	0.000	-8.497	0	0.000
18810.055	0.000	-8.485	0	0.000
18870.029	0.000	-8.490	0	0.000
18930.029	0.000	-8.477	0	0.000
18990.048	0.000	-8.465	0	0.000
19050.037	0.000	-8.460	0	0.000
19110.027	0.000	-8.457	0	0.000
19170.026	0.000	-8.444	0	0.000
19230.016	0.000	-8.436	0	0.000
19290.005	0.000	-8.424	0	0.000
19350.020	0.000	-8.423	0	0.000
19410.034	0.000	-8.408	0	0.000
19470.034	0.000	-8.393	0	0.000
19530.018	0.000	-8.390	0	0.000
19590.023	0.000	-8.388	0	0.000
19650.022	0.000	-8.373	0	0.000
19710.022	0.000	-8.361	0	0.000
19770.026	0.000	-8.358	0	0.000
19830.016	0.000	-8.353	0	0.000
19890.010	0.000	-8.340	0	0.000
19950.030	0.000	-8.324	0	0.000
20010.034	0.000	-8.320	0	0.000
20070.024	0.000	-8.315	0	0.000
20130.038	0.000	-8.303	0	0.000
20190.028	0.000	-8.290	0	0.000
20250.022	0.000	-8.288	0	0.000
20310.047	0.000	-8.277	0	0.000
20370.031	0.000	-8.265	0	0.000
20430.015	0.000	-8.254	0	0.000
20490.025	0.000	-8.250	0	0.000
20550.019	0.000	-8.243	0	0.000
20610.034	0.000	-8.227	0	0.000
20670.033	0.000	-8.220	0	0.000
20730.033	0.000	-8.217	0	0.000
20790.042	0.000	-8.204	0	0.000
20850.047	0.000	-8.193	0	0.000
20910.036	0.000	-8.182	0	0.000
20970.036	0.000	-8.183	0	0.000
21030.055	0.000	-8.168	0	0.000
21090.055	0.000	-8.154	0	0.000
21150.039	0.000	-8.145	0	0.000
21210.039	0.000	-8.145	0	0.000
21270.053	0.000	-8.128	0	0.000
21330.033	0.000	-8.115	0	0.000
21390.007	0.000	-8.110	0	0.000
21450.027	0.000	-8.107	0	0.000
21510.036	0.000	-8.093	0	0.000
21570.036	0.000	-8.082	0	0.000
21630.045	0.000	-8.074	0	0.000
21690.034	0.000	-8.074	0	0.000
21750.039	0.000	-8.057	0	0.000
21810.043	0.000	-8.043	0	0.000
21870.038	0.000	-8.040	0	0.000
21930.037	0.000	-8.035	0	0.000
21990.027	0.000	-8.019	0	0.000
22050.036	0.000	-8.007	0	0.000
22110.041	0.000	-8.000	0	0.000
22170.015	0.000	-7.996	0	0.000
22230.005	0.000	-7.982	0	0.000
22290.024	0.000	-7.970	0	0.000
22350.024	0.000	-7.970	0	0.000
22410.003	0.000	-7.957	0	0.000
22470.023	0.000	-7.943	0	0.000
22530.032	0.000	-7.931	0	0.000
22590.027	0.000	-7.930	0	0.000
22650.016	0.000	-7.920	0	0.000
22710.031	0.000	-7.906	0	0.000
22770.060	0.000	-7.893	0	0.000
22830.040	0.000	-7.890	0	0.000
22890.029	0.000	-7.884	0	0.000
22950.033	0.000	-7.866	0	0.000
23010.028	0.000	-7.860	0	0.000
23070.037	0.000	-7.857	0	0.000
23130.037	0.000	-7.842	0	0.000
23190.021	0.000	-7.830	0	0.000
23250.031	0.000	-7.820	0	0.000
23310.050	0.000	-7.819	0	0.000
23370.050	0.000	-7.805	0	0.000
23430.034	0.000	-7.793	0	0.000
23490.039	0.000	-7.780	0	0.000
23550.048	0.000	-7.778	0	0.000
23610.043	0.000	-7.766	0	0.000
23670.027	0.000	-7.753	0	0.000
23730.022	0.000	-7.750	0	0.000
23790.036	0.000	-7.748	0	0.000
23850.036	0.000	-7.733	0	0.000
23910.035	0.000	-7.717	0	0.000
23970.035	0.000	-7.710	0	0.000
24030.024	0.000	-7.706	0	0.000
24090.039	0.000	-7.693	0	0.000
24150.043	0.000	-7.678	0	0.000
24210.033	0.000	-7.670	0	0.000
24270.032	0.000	-7.665	0	0.000
24330.021	0.000	-7.652	0	0.000
24390.026	0.000	-7.641	0	0.000
24450.035	0.000	-7.639	0	0.000
24510.020	0.000	-7.649	0	0.000
24570.019	0.000	-7.648	0	0.000
24630.034	0.000	-7.635	0	0.000
24690.028	0.000	-7.630	0	0.000
24750.033	0.000	-7.621	0	0.000
24810.037	0.000	-7.606	0	0.000
24870.037	0.000	-7.594	0	0.000
24930.021	0.000	-7.590	0	0.000
24990.036	0.000	-7.577	0	0.000
25050.050	0.000	-7.563	0	0.000
25110.030	0.000	-7.551	0	0.000
25170.019	0.000	-7.550	0	0.000
25230.019	0.000	-7.536	0	0.000
25290.038	0.000	-7.520	0	0.000
25350.033	0.000	-7.510	0	0.000
25410.012	0.000	-7.506	0	0.000
25470.021	0.000	-7.491	0	0.000
25530.021	0.000	-7.477	0	0.000
25590.015	0.000	-7.470	0	0.000
25650.025	0.000	-7.465	0	0.000
25710.039	0.000	-7.452	0	0.000
25770.029	0.000	-7.436	0	0.000
25830.003	0.000	-7.430	0	0.000
25890.028	0.000	-7.426	0	0.000
25950.042	0.000	-7.411	0	0.000
26010.042	0.000	-7.396	0	0.000
26070.041	0.000	-7.390	0	0.000
26130.026	0.000	-7.383	0	0.000
26190.020	0.000	-7.368	0	0.000
26250.030	0.000	-7.353	0	0.000
26310.039	0.000	-7.350	0	0.000
26370.044	0.000	-7.341	0	0.000
26430.033	0.000	-7.326	0	0.000
26490.013	0.000	-7.315	0	0.000
26550.007	0.000	-7.310	0	0.000
26610.017	0.000	-7.299	0	0.000
26670.021	0.000	-7.283	0	0.000
26730.036	0.000	-7.271	0	0.000
26790.035	0.000	-7.269	0	0.000
26850.014	0.000	-7.255	0	0.000
26910.009	0.000	-7.237	0	0.000
26970.018	0.000	-7.230	0	0.000
27030.043	0.000	-7.228	0	0.000
27090.027	0.000	-7.209	0	0.000
27150.017	0.000	-7.195	0	0.000
27210.021	0.000	-7.183	0	0.000
27270.016	0.000	-7.182	0	0.000
27330.020	0.000	-7.164	0	0.000
27390.040	0.000	-7.154	0	0.000
27450.054	0.000	-7.140	0	0.000
27510.039	0.000	-7.138	0	0.000
27570.043	0.000	-7.122	0	0.000
27630.043	0.000	-7.105	0	0.000
27690.017	0.000	-7.100	0	0.000
27750.032	0.000	-7.094	0	0.000
27810.036	0.000	-7.077	0	0.000
27870.021	0.000	-7.065	0	0.000
27930.015	0.000	-7.060	0	0.000
27990.030	0.000	-7.048	0	0.000
28050.049	0.000	-7.034	0	0.000
28110.038	0.000	-7.016	0	0.000
28170.018	0.000	-7.010	0	0.000
28230.027	0.000	-7.005	0	0.000
28290.037	0.000	-6.986	0	0.000
28350.021	0.000	-6.970	0	0.000
28410.036	0.000	-6.960	0	0.000
28470.050	0.000	-6.956	0	0.000
28530.030	0.000	-6.940	0	0.000
28590.024	0.000	-6.923	0	0.000
28650.044	0.000	-6.919	0	0.000
28710.048	0.000	-6.903	0	0.000
28770.033	0.000	-6.887	0	0.000
28830.017	0.000	-6.873	0	0.000
28890.027	0.000	-6.869	0	0.000
28950.031	0.000	-6.855	0	0.000
29010.021	0.000	-6.837	0	0.000
29070.030	0.000	-6.822	0	0.000
29130.045	0.000	-6.815	0	0.000
29190.054	0.000	-6.800	0	0.000
29250.054	0.000	-6.782	0	0.000
29310.028	0.000	-6.770	0	0.000
29370.008	0.000	-6.764	0	0.000
29430.017	0.000	-6.744	0	0.000
29490.021	0.000	-6.726	0	0.000
29550.026	0.000	-6.713	0	0.000
29610.040	0.000	-6.704	0	0.000
29670.025	0.000	-6.687	0	0.000
29730.034	0.000	-6.670	0	0.000
29790.039	0.000	-6.666	0	0.000
29850.038	0.000	-6.659	0	0.000
29910.063	0.000	-6.636	0	0.000
29970.047	0.000	-6.616	0	0.000
30030.042	0.000	-6.610	0	0.000
30090.061	0.000	-6.598	0	0.000
30150.046	0.000	-6.581	0	0.000
30210.015	0.000	-6.565	0	0.000
30270.035	0.000	-6.559	0	0.000
30330.044	0.000	-6.545	0	0.000
30390.029	0.000	-6.526	0	0.000
30450.023	0.000	-6.511	0	0.000
30510.018	0.000	-6.521	0	0.000
30570.032	0.000	-6.519	0	0.000
30630.031	0.000	-6.503	0	0.000
30690.011	0.000	-6.490	0	0.000
30750.010	0.000	-6.486	0	0.000
30810.035	0.000	-6.467	0	0.000
30870.034	0.000	-6.449	0	0.000
30930.019	0.000	-6.440	0	0.000
30990.028	0.000	-6.429	0	0.000
31050.038	0.000	-6.411	0	0.000
31110.042	0.000	-6.394	0	0.000
31170.027	0.000	-6.382	0	0.000
31230.011	0.000	-6.376	0	0.000
31290.016	0.000	-6.359	0	0.000
31350.035	0.000	-6.341	0	0.000
31410.045	0.000	-6.330	0	0.000
31470.044	0.000	-6.320	0	0.000
31530.049	0.000	-6.301	0	0.000
31590.048	0.000	-6.280	0	0.000
31650.033	0.000	-6.270	0	0.000
31710.027	0.000	-6.261	0	0.000
31770.027	0.000	-6.240	0	0.000
31830.011	0.000	-6.224	0	0.000
31890.035	0.000	-6.211	0	0.000
31950.050	0.000	-6.206	0	0.000
32010.049	0.000	-6.186	0	0.000
32070.044	0.000	-6.167	0	0.000
32130.023	0.000	-6.160	0	0.000
32190.033	0.000	-6.149	0	0.000
32250.027	0.000	-6.128	0	0.000
32310.007	0.000	-6.114	0	0.000
32370.026	0.000	-6.110	0	0.000
32430.041	0.000	-6.098	0	0.000
32490.030	0.000	-6.075	0	0.000
32550.035	0.000	-6.060	0	0.000
32610.049	0.000	-6.050	0	0.000
32670.054	0.000	-6.036	0	0.000
32730.043	0.000	-6.018	0	0.000
32790.033	0.000	-6.004	0	0.000
32850.017	0.000	-5.998	0	0.000
32910.032	0.000	-5.979	0	0.000
32970.031	0.000	-5.961	0	0.000
33030.021	0.000	-5.943	0	0.000
33090.025	0.000	-5.937	0	0.000
33150.034	0.000	-5.918	0	0.000
33210.044	0.000	-5.896	0	0.000
33270.043	0.000	-5.882	0	0.000
33330.033	0.000	-5.875	0	0.000
33390.012	0.000	-5.853	0	0.000
33450.022	0.000	-5.830	0	0.000
33510.041	0.000	-5.814	0	0.000
33570.051	0.000	-5.807	0	0.000
33630.030	0.000	-5.784	0	0.000
33690.030	0.000	-5.762	0	0.000
33750.029	0.000	-5.750	0	0.000
33810.034	0.000	-5.739	0	0.000
33870.048	0.000	-5.715	0	0.000
33930.043	0.000	-5.690	0	0.000
33990.022	0.000	-5.680	0	0.000
34050.017	0.000	-5.661	0	0.000
34110.036	0.000	-5.636	0	0.000
34170.046	0.000	-5.613	0	0.000
34230.040	0.000	-5.600	0	0.000
34290.025	0.000	-5.587	0	0.000
34350.014	0.000	-5.560	0	0.000
34410.024	0.000	-5.546	0	0.000
34470.048	0.000	-5.550	0	0.000
34530.052	0.000	-5.538	0	0.000
34590.037	0.000	-5.513	0	0.000
34650.041	0.000	-5.490	0	0.000
34710.031	0.000	-5.479	0	0.000
34770.020	0.000	-5.460	0	0.000
34830.025	0.000	-5.438	0	0.000
34890.029	0.000	-5.413	0	0.000
34950.024	0.000	-5.401	0	0.000
35010.028	0.000	-5.379	0	0.000
35070.043	0.000	-5.354	0	0.000
35130.037	0.000	-5.332	0	0.000
35190.037	0.000	-5.317	0	0.000
35250.036	0.000	-5.293	0	0.000
35310.026	0.000	-5.267	0	0.000
35370.030	0.000	-5.243	0	0.000
35430.055	0.000	-5.230	0	0.000
35490.059	0.000	-5.204	0	0.000
35550.054	0.000	-5.176	0	0.000
35610.028	0.000	-5.155	0	0.000
35670.008	0.000	-5.140	0	0.000
35730.017	0.000	-5.110	0	0.000
35790.041	0.000	-5.085	0	0.000
35850.041	0.000	-5.071	0	0.000
35910.030	0.000	-5.054	0	0.000
35970.030	0.000	-5.024	0	0.000
36030.025	0.000	-4.994	0	0.000
36090.029	0.000	-4.980	0	0.000
36150.043	0.000	-4.961	0	0.000
36210.048	0.000	-4.930	0	0.000
36270.037	0.000	-4.899	0	0.000
36330.042	0.000	-4.880	0	0.000
36390.046	0.000	-4.856	0	0.000
36450.036	0.000	-4.824	0	0.000
36510.045	0.000	-4.793	0	0.000
36570.045	0.000	-4.774	0	0.000
36630.019	0.000	-4.751	0	0.000
36690.029	0.000	-4.714	0	0.000
36750.033	0.000	-4.685	0	0.000
36810.013	0.000	-4.666	0	0.000
36870.007	0.000	-4.637	0	0.000
36930.012	0.000	-4.605	0	0.000
36990.036	0.000	-4.571	0	0.000
37050.030	0.000	-4.549	0	0.000
37110.010	0.000	-4.521	0	0.000
37170.034	0.000	-4.486	0	0.000
37230.029	0.000	-4.453	0	0.000
37290.003	0.000	-4.433	0	0.000
37350.008	0.000	-4.401	0	0.000
37410.027	0.000	-4.367	0	0.000
37470.022	0.000	-4.334	0	0.000
37530.026	0.000	-4.311	0	0.000
37590.036	0.000	-4.274	0	0.000
37650.040	0.000	-4.235	0	0.000
37710.060	0.000	-4.206	0	0.000
37770.039	0.000	-4.180	0	0.000
37830.039	0.000	-4.142	0	0.000
37890.058	0.000	-4.104	0	0.000
37950.063	0.000	-4.071	0	0.000
38010.062	0.000	-4.045	0	0.000
38070.057	0.000	-4.008	0	0.000
38130.041	0.000	-3.971	0	0.000
38190.026	0.000	-3.938	0	0.000
38250.030	0.000	-3.912	0	0.000
38310.020	0.000	-3.870	0	0.000
38370.014	0.000	-3.829	0	0.000
38430.018	0.000	-3.798	0	0.000
38490.018	0.000	-3.766	0	0.000
38550.022	0.000	-3.724	0	0.000
38610.017	0.000	-3.683	0	0.000
38670.026	0.000	-3.651	0	0.000
38730.041	0.000	-3.613	0	0.000
38790.045	0.000	-3.569	0	0.000
38850.035	0.000	-3.527	0	0.000
38910.014	0.000	-3.498	0	0.000
38970.014	0.000	-3.457	0	0.000
39030.033	0.000	-3.411	0	0.000
39090.048	0.000	-3.370	0	0.000
39150.042	0.000	-3.338	0	0.000
39210.047	0.000	-3.293	0	0.000
39270.041	0.000	-3.251	0	0.000
39330.036	0.000	-3.209	0	0.000
39390.030	0.000	-3.174	0	0.000
39450.015	0.000	-3.131	0	0.000
39510.009	0.000	-3.085	0	0.000
39570.024	0.000	-3.040	0	0.000
39630.028	0.000	-3.005	0	0.000
39690.007	0.000	-2.955	0	0.000
39750.017	0.000	-2.907	0	0.000
39810.031	0.000	-2.861	0	0.000
39870.026	0.000	-2.822	0	0.000
39930.040	0.000	-2.771	0	0.000
39990.055	0.000	-2.721	0	0.000
40050.044	0.000	-2.674	0	0.000
40110.034	0.000	-2.635	0	0.000
40170.043	0.000	-2.584	0	0.000
40230.048	0.000	-2.536	0	0.000
40290.032	0.000	-2.494	0	0.000
40350.037	0.000	-2.478	0	0.000
40410.031	0.000	-2.440	0	0.000
40470.016	0.000	-2.392	0	0.000
40530.025	0.000	-2.346	0	0.000
40590.035	0.000	-2.303	0	0.000
40650.019	0.000	-2.248	0	0.000
40710.029	0.000	-2.196	0	0.000
40770.038	0.000	-2.160	0	0.000
40830.033	0.000	-2.178	0	0.000
