	Manipulation	d ecrasement	Filename	cristallisation_sel_2025-20-06bis.dat	Date	20/6/2025	Time	16:56:53 s	Remarque	ecrasement de  .... d'une epaisseur de 	TempsEntreMesure	60.000 s	TempsRelaxation	0.000 s	CourseTotal	0.000 mm	NbrEcrasement	0



Temps(s)	Position(mm)	Force(g)	Mouvement(0 ou 1)	Résistance(ohm)
40710.025	0.000	3.040	0	0.000
40770.034	0.000	3.040	0	0.000
40830.058	0.000	3.041	0	0.000
40890.053	0.000	3.050	0	0.000
40950.053	0.000	3.050	0	0.000
41010.046	0.000	3.057	0	0.000
41070.037	0.000	3.063	0	0.000
41130.051	0.000	3.070	0	0.000
41190.041	0.000	3.070	0	0.000
41250.039	0.000	3.076	0	0.000
41310.045	0.000	3.080	0	0.000
41370.024	0.000	3.089	0	0.000
41430.054	0.000	3.090	0	0.000
41490.068	0.000	3.096	0	0.000
41550.068	0.000	3.103	0	0.000
41610.082	0.000	3.110	0	0.000
41670.082	0.000	3.110	0	0.000
41730.046	0.000	3.117	0	0.000
41790.031	0.000	3.120	0	0.000
41850.050	0.000	3.130	0	0.000
41910.040	0.000	3.130	0	0.000
41970.054	0.000	3.133	0	0.000
42030.078	0.000	3.140	0	0.000
42090.053	0.000	3.150	0	0.000
42150.022	0.000	3.150	0	0.000
42210.031	0.000	3.155	0	0.000
42270.056	0.000	3.160	0	0.000
42330.046	0.000	3.169	0	0.000
42390.030	0.000	3.170	0	0.000
42450.055	0.000	3.174	0	0.000
42510.049	0.000	3.186	0	0.000
42570.049	0.000	3.190	0	0.000
42630.068	0.000	3.197	0	0.000
42690.048	0.000	3.201	0	0.000
42750.037	0.000	3.210	0	0.000
42810.057	0.000	3.210	0	0.000
42870.065	0.000	3.210	0	0.000
42930.039	0.000	3.219	0	0.000
42990.045	0.000	3.227	0	0.000
43050.060	0.000	3.230	0	0.000
43110.054	0.000	3.232	0	0.000
43170.054	0.000	3.240	0	0.000
43230.068	0.000	3.249	0	0.000
43290.068	0.000	3.250	0	0.000
43350.062	0.000	3.250	0	0.000
43410.040	0.000	3.259	0	0.000
43470.056	0.000	3.269	0	0.000
43530.086	0.000	3.273	0	0.000
43590.070	0.000	3.280	0	0.000
43650.035	0.000	3.283	0	0.000
43710.024	0.000	3.290	0	0.000
43770.043	0.000	3.295	0	0.000
43830.038	0.000	3.300	0	0.000
43890.037	0.000	3.301	0	0.000
43950.057	0.000	3.310	0	0.000
44010.046	0.000	3.310	0	0.000
44070.039	0.000	3.316	0	0.000
44130.060	0.000	3.323	0	0.000
44190.035	0.000	3.330	0	0.000
44250.034	0.000	3.330	0	0.000
44310.037	0.000	3.336	0	0.000
44370.043	0.000	3.345	0	0.000
44430.048	0.000	3.350	0	0.000
44490.067	0.000	3.350	0	0.000
44550.080	0.000	3.358	0	0.000
44610.066	0.000	3.367	0	0.000
44670.056	0.000	3.373	0	0.000
44730.070	0.000	3.380	0	0.000
44790.070	0.000	3.380	0	0.000
44850.033	0.000	3.387	0	0.000
44910.044	0.000	3.393	0	0.000
44970.048	0.000	3.400	0	0.000
45030.033	0.000	3.400	0	0.000
45090.022	0.000	3.408	0	0.000
45150.032	0.000	3.412	0	0.000
45210.066	0.000	3.420	0	0.000
45270.056	0.000	3.420	0	0.000
45330.055	0.000	3.430	0	0.000
45390.045	0.000	3.444	0	0.000
45450.024	0.000	3.450	0	0.000
45510.024	0.000	3.450	0	0.000
45570.038	0.000	3.455	0	0.000
45630.078	0.000	3.463	0	0.000
45690.072	0.000	3.470	0	0.000
45750.056	0.000	3.478	0	0.000
45810.071	0.000	3.480	0	0.000
45870.085	0.000	3.490	0	0.000
45930.060	0.000	3.490	0	0.000
45990.028	0.000	3.490	0	0.000
46050.059	0.000	3.500	0	0.000
46110.083	0.000	3.503	0	0.000
46170.073	0.000	3.510	0	0.000
46230.072	0.000	3.510	0	0.000
46290.057	0.000	3.519	0	0.000
46350.021	0.000	3.520	0	0.000
46410.046	0.000	3.520	0	0.000
46470.063	0.000	3.530	0	0.000
46530.060	0.000	3.535	0	0.000
46590.044	0.000	3.540	0	0.000
46650.034	0.000	3.542	0	0.000
46710.023	0.000	3.550	0	0.000
46770.018	0.000	3.557	0	0.000
46830.022	0.000	3.560	0	0.000
46890.052	0.000	3.561	0	0.000
46950.071	0.000	3.570	0	0.000
47010.071	0.000	3.578	0	0.000
47070.060	0.000	3.580	0	0.000
47130.045	0.000	3.580	0	0.000
47190.059	0.000	3.590	0	0.000
47250.074	0.000	3.599	0	0.000
47310.073	0.000	3.606	0	0.000
47370.063	0.000	3.610	0	0.000
47430.072	0.000	3.611	0	0.000
47490.072	0.000	3.620	0	0.000
47550.061	0.000	3.628	0	0.000
47610.045	0.000	3.630	0	0.000
47670.045	0.000	3.633	0	0.000
47730.034	0.000	3.640	0	0.000
47790.009	0.000	3.649	0	0.000
47850.023	0.000	3.650	0	0.000
47910.023	0.000	3.655	0	0.000
47970.047	0.000	3.664	0	0.000
48030.087	0.000	3.670	0	0.000
48090.061	0.000	3.670	0	0.000
48150.019	0.000	3.680	0	0.000
48210.035	0.000	3.685	0	0.000
48270.045	0.000	3.690	0	0.000
48330.051	0.000	3.695	0	0.000
48390.059	0.000	3.701	0	0.000
48450.068	0.000	3.710	0	0.000
48510.067	0.000	3.710	0	0.000
48570.050	0.000	3.711	0	0.000
48630.046	0.000	3.720	0	0.000
48690.041	0.000	3.727	0	0.000
48750.040	0.000	3.730	0	0.000
48810.045	0.000	3.733	0	0.000
48870.044	0.000	3.740	0	0.000
48930.019	0.000	3.748	0	0.000
48990.033	0.000	3.750	0	0.000
49050.058	0.000	3.750	0	0.000
49110.047	0.000	3.760	0	0.000
49170.037	0.000	3.769	0	0.000
49230.026	0.000	3.770	0	0.000
49290.021	0.000	3.771	0	0.000
49350.055	0.000	3.780	0	0.000
49410.085	0.000	3.789	0	0.000
49470.059	0.000	3.790	0	0.000
49530.039	0.000	3.795	0	0.000
49590.038	0.000	3.800	0	0.000
49650.053	0.000	3.806	0	0.000
49710.077	0.000	3.810	0	0.000
49770.062	0.000	3.814	0	0.000
49830.051	0.000	3.822	0	0.000
49890.041	0.000	3.830	0	0.000
49950.015	0.000	3.831	0	0.000
50010.025	0.000	3.840	0	0.000
50070.034	0.000	3.846	0	0.000
50130.048	0.000	3.850	0	0.000
50190.063	0.000	3.859	0	0.000
50250.057	0.000	3.860	0	0.000
50310.047	0.000	3.865	0	0.000
50370.046	0.000	3.871	0	0.000
50430.071	0.000	3.880	0	0.000
50490.060	0.000	3.880	0	0.000
50550.048	0.000	3.889	0	0.000
50610.069	0.000	3.896	0	0.000
50670.074	0.000	3.900	0	0.000
50730.083	0.000	3.900	0	0.000
50790.066	0.000	3.905	0	0.000
50850.072	0.000	3.910	0	0.000
50910.047	0.000	3.920	0	0.000
50970.046	0.000	3.920	0	0.000
51030.056	0.000	3.928	0	0.000
51090.035	0.000	3.934	0	0.000
51150.055	0.000	3.940	0	0.000
51210.044	0.000	3.942	0	0.000
51270.039	0.000	3.950	0	0.000
51330.058	0.000	3.953	0	0.000
51390.038	0.000	3.960	0	0.000
51450.042	0.000	3.965	0	0.000
51510.052	0.000	3.971	0	0.000
51570.061	0.000	3.980	0	0.000
51630.061	0.000	3.981	0	0.000
51690.035	0.000	3.992	0	0.000
51750.050	0.000	4.000	0	0.000
51810.039	0.000	4.008	0	0.000
51870.039	0.000	4.010	0	0.000
51930.038	0.000	4.012	0	0.000
51990.038	0.000	4.020	0	0.000
52050.037	0.000	4.029	0	0.000
52110.026	0.000	4.030	0	0.000
52170.051	0.000	4.040	0	0.000
52230.040	0.000	4.045	0	0.000
52290.045	0.000	4.050	0	0.000
52350.074	0.000	4.052	0	0.000
52410.054	0.000	4.060	0	0.000
52470.018	0.000	4.068	0	0.000
52530.033	0.000	4.070	0	0.000
52590.058	0.000	4.072	0	0.000
52650.073	0.000	4.080	0	0.000
52710.087	0.000	4.089	0	0.000
52770.062	0.000	4.096	0	0.000
52830.041	0.000	4.100	0	0.000
52890.031	0.000	4.104	0	0.000
52950.025	0.000	4.110	0	0.000
53010.045	0.000	4.119	0	0.000
53070.044	0.000	4.120	0	0.000
53130.048	0.000	4.125	0	0.000
53190.063	0.000	4.132	0	0.000
53250.047	0.000	4.140	0	0.000
53310.057	0.000	4.140	0	0.000
53370.066	0.000	4.150	0	0.000
53430.056	0.000	4.155	0	0.000
53490.050	0.000	4.160	0	0.000
53550.040	0.000	4.166	0	0.000
53610.029	0.000	4.170	0	0.000
53670.054	0.000	4.178	0	0.000
53730.063	0.000	4.185	0	0.000
53790.063	0.000	4.190	0	0.000
53850.087	0.000	4.194	0	0.000
53910.087	0.000	4.204	0	0.000
53970.086	0.000	4.210	0	0.000
54030.071	0.000	4.213	0	0.000
54090.070	0.000	4.220	0	0.000
54150.050	0.000	4.230	0	0.000
54210.024	0.000	4.232	0	0.000
54270.059	0.000	4.240	0	0.000
54330.083	0.000	4.246	0	0.000
54390.063	0.000	4.255	0	0.000
54450.027	0.000	4.260	0	0.000
54510.046	0.000	4.270	0	0.000
54570.071	0.000	4.273	0	0.000
54630.060	0.000	4.280	0	0.000
54690.064	0.000	4.289	0	0.000
54750.074	0.000	4.290	0	0.000
54810.068	0.000	4.294	0	0.000
54870.043	0.000	4.300	0	0.000
54930.042	0.000	4.310	0	0.000
54990.072	0.000	4.310	0	0.000
55050.079	0.000	4.318	0	0.000
55110.086	0.000	4.325	0	0.000
55170.085	0.000	4.330	0	0.000
55230.060	0.000	4.330	0	0.000
55290.026	0.000	4.338	0	0.000
55350.034	0.000	4.343	0	0.000
55410.058	0.000	4.350	0	0.000
55470.063	0.000	4.351	0	0.000
55530.027	0.000	4.360	0	0.000
55590.047	0.000	4.369	0	0.000
55650.071	0.000	4.370	0	0.000
55710.046	0.000	4.377	0	0.000
55770.050	0.000	4.383	0	0.000
55830.065	0.000	4.390	0	0.000
55890.049	0.000	4.396	0	0.000
55950.053	0.000	4.400	0	0.000
56010.063	0.000	4.407	0	0.000
56070.042	0.000	4.414	0	0.000
56130.032	0.000	4.420	0	0.000
56190.061	0.000	4.422	0	0.000
56250.081	0.000	4.431	0	0.000
56310.065	0.000	4.440	0	0.000
56370.040	0.000	4.449	0	0.000
56430.029	0.000	4.450	0	0.000
56490.034	0.000	4.457	0	0.000
56550.048	0.000	4.467	0	0.000
56610.063	0.000	4.470	0	0.000
56670.057	0.000	4.476	0	0.000
56730.057	0.000	4.487	0	0.000
56790.046	0.000	4.495	0	0.000
56850.056	0.000	4.500	0	0.000
56910.045	0.000	4.501	0	0.000
56970.010	0.000	4.510	0	0.000
57030.029	0.000	4.512	0	0.000
57090.039	0.000	4.520	0	0.000
57150.028	0.000	4.523	0	0.000
57210.043	0.000	4.532	0	0.000
57270.047	0.000	4.540	0	0.000
57330.061	0.000	4.545	0	0.000
57390.071	0.000	4.550	0	0.000
57450.070	0.000	4.556	0	0.000
57510.075	0.000	4.563	0	0.000
57570.059	0.000	4.570	0	0.000
57630.044	0.000	4.570	0	0.000
57690.016	0.000	4.577	0	0.000
57750.038	0.000	4.586	0	0.000
57810.067	0.000	4.590	0	0.000
57870.057	0.000	4.594	0	0.000
57930.546	0.000	4.602	0	0.000
57990.541	0.000	4.610	0	0.000
58050.045	0.000	4.619	0	0.000
58110.063	0.000	4.620	0	0.000
58170.059	0.000	4.625	0	0.000
58230.064	0.000	4.632	0	0.000
58290.053	0.000	4.640	0	0.000
58350.033	0.000	4.640	0	0.000
58410.032	0.000	4.650	0	0.000
58470.052	0.000	4.660	0	0.000
58530.041	0.000	4.661	0	0.000
58590.051	0.000	4.670	0	0.000
58650.085	0.000	4.677	0	0.000
58710.050	0.000	4.684	0	0.000
58770.024	0.000	4.689	0	0.000
58830.054	0.000	4.694	0	0.000
58890.068	0.000	4.703	0	0.000
58950.043	0.000	4.710	0	0.000
59010.052	0.000	4.720	0	0.000
59070.077	0.000	4.720	0	0.000
59130.066	0.000	4.730	0	0.000
59190.046	0.000	4.737	0	0.000
59250.045	0.000	4.740	0	0.000
59310.034	0.000	4.740	0	0.000
59370.019	0.000	4.750	0	0.000
59430.058	0.000	4.760	0	0.000
59490.058	0.000	4.770	0	0.000
59550.042	0.000	4.770	0	0.000
59610.072	0.000	4.777	0	0.000
59670.071	0.000	4.786	0	0.000
59730.046	0.000	4.790	0	0.000
59790.050	0.000	4.795	0	0.000
59850.075	0.000	4.800	0	0.000
59910.084	0.000	4.809	0	0.000
59970.059	0.000	4.810	0	0.000
60030.023	0.000	4.817	0	0.000
60090.043	0.000	4.829	0	0.000
60150.052	0.000	4.839	0	0.000
60210.047	0.000	4.840	0	0.000
60270.061	0.000	4.847	0	0.000
60330.046	0.000	4.855	0	0.000
60390.045	0.000	4.860	0	0.000
60450.070	0.000	4.867	0	0.000
60510.074	0.000	4.870	0	0.000
60570.064	0.000	4.879	0	0.000
60630.058	0.000	4.890	0	0.000
60690.073	0.000	4.890	0	0.000
60750.087	0.000	4.896	0	0.000
60810.072	0.000	4.906	0	0.000
60870.071	0.000	4.914	0	0.000
60930.061	0.000	4.920	0	0.000
60990.035	0.000	4.920	0	0.000
61050.021	0.000	4.930	0	0.000
61110.029	0.000	4.938	0	0.000
61170.058	0.000	4.940	0	0.000
61230.073	0.000	4.948	0	0.000
61290.072	0.000	4.956	0	0.000
61350.047	0.000	4.967	0	0.000
61410.036	0.000	4.970	0	0.000
61470.036	0.000	4.973	0	0.000
61530.010	0.000	4.980	0	0.000
61590.010	0.000	4.989	0	0.000
61650.024	0.000	4.990	0	0.000
61710.029	0.000	4.997	0	0.000
61770.048	0.000	5.006	0	0.000
61830.073	0.000	5.013	0	0.000
61890.077	0.000	5.020	0	0.000
61950.062	0.000	5.021	0	0.000
62010.051	0.000	5.017	0	0.000
62070.042	0.000	4.950	0	0.000
62130.027	0.000	4.950	0	0.000
62190.041	0.000	4.956	0	0.000
62250.056	0.000	4.968	0	0.000
62310.055	0.000	4.976	0	0.000
62370.040	0.000	4.980	0	0.000
62430.039	0.000	4.983	0	0.000
62490.039	0.000	4.991	0	0.000
62550.038	0.000	5.000	0	0.000
62610.028	0.000	5.009	0	0.000
62670.017	0.000	5.010	0	0.000
62730.027	0.000	5.016	0	0.000
62790.041	0.000	5.024	0	0.000
62850.064	0.000	5.030	0	0.000
62910.048	0.000	5.035	0	0.000
62970.048	0.000	5.043	0	0.000
63030.047	0.000	5.050	0	0.000
63090.042	0.000	5.060	0	0.000
63150.041	0.000	5.062	0	0.000
63210.051	0.000	5.070	0	0.000
63270.065	0.000	5.075	0	0.000
63330.070	0.000	5.082	0	0.000
63390.054	0.000	5.090	0	0.000
63450.024	0.000	5.100	0	0.000
63510.023	0.000	5.109	0	0.000
63570.058	0.000	5.110	0	0.000
63630.072	0.000	5.115	0	0.000
63690.052	0.000	5.125	0	0.000
63750.031	0.000	5.130	0	0.000
63810.041	0.000	5.130	0	0.000
63870.050	0.000	5.141	0	0.000
63930.050	0.000	5.150	0	0.000
63990.039	0.000	5.159	0	0.000
64050.029	0.000	5.160	0	0.000
64110.063	0.000	5.168	0	0.000
64170.078	0.000	5.179	0	0.000
64230.062	0.000	5.190	0	0.000
64290.047	0.000	5.190	0	0.000
64350.027	0.000	5.200	0	0.000
64410.056	0.000	5.207	0	0.000
64470.045	0.000	5.215	0	0.000
64530.025	0.000	5.220	0	0.000
64590.034	0.000	5.224	0	0.000
64650.024	0.000	5.233	0	0.000
64710.013	0.000	5.240	0	0.000
64770.027	0.000	5.247	0	0.000
64830.057	0.000	5.250	0	0.000
64890.071	0.000	5.254	0	0.000
64950.056	0.000	5.263	0	0.000
65010.025	0.000	5.270	0	0.000
65070.035	0.000	5.272	0	0.000
65130.064	0.000	5.280	0	0.000
65190.079	0.000	5.288	0	0.000
65250.063	0.000	5.290	0	0.000
65310.028	0.000	5.296	0	0.000
65370.052	0.000	5.302	0	0.000
65430.077	0.000	5.312	0	0.000
65490.066	0.000	5.320	0	0.000
65550.066	0.000	5.322	0	0.000
65610.050	0.000	5.330	0	0.000
65670.050	0.000	5.337	0	0.000
65730.049	0.000	5.340	0	0.000
65790.039	0.000	5.347	0	0.000
65850.043	0.000	5.358	0	0.000
65910.043	0.000	5.365	0	0.000
65970.057	0.000	5.370	0	0.000
66030.042	0.000	5.373	0	0.000
66090.026	0.000	5.380	0	0.000
66150.051	0.000	5.390	0	0.000
66210.050	0.000	5.397	0	0.000
66270.055	0.000	5.401	0	0.000
66330.054	0.000	5.410	0	0.000
66390.038	0.000	5.418	0	0.000
66450.043	0.000	5.420	0	0.000
66510.057	0.000	5.426	0	0.000
66570.042	0.000	5.431	0	0.000
66630.026	0.000	5.440	0	0.000
66690.051	0.000	5.447	0	0.000
66750.050	0.000	5.450	0	0.000
66810.025	0.000	5.459	0	0.000
66870.014	0.000	5.468	0	0.000
66930.024	0.000	5.470	0	0.000
66990.038	0.000	5.480	0	0.000
67050.053	0.000	5.485	0	0.000
67110.047	0.000	5.494	0	0.000
67170.022	0.000	5.500	0	0.000
67230.011	0.000	5.504	0	0.000
67290.016	0.000	5.515	0	0.000
67350.045	0.000	5.521	0	0.000
67410.060	0.000	5.525	0	0.000
67470.044	0.000	5.530	0	0.000
67530.064	0.000	5.540	0	0.000
67590.078	0.000	5.549	0	0.000
67650.048	0.000	5.550	0	0.000
67710.047	0.000	5.560	0	0.000
67770.077	0.000	5.570	0	0.000
67830.076	0.000	5.580	0	0.000
67890.071	0.000	5.580	0	0.000
67950.061	0.000	5.589	0	0.000
68010.065	0.000	5.598	0	0.000
68070.039	0.000	5.605	0	0.000
68130.049	0.000	5.610	0	0.000
68190.048	0.000	5.615	0	0.000
68250.038	0.000	5.624	0	0.000
68310.062	0.000	5.633	0	0.000
68370.066	0.000	5.640	0	0.000
68430.071	0.000	5.644	0	0.000
68490.040	0.000	5.654	0	0.000
68550.040	0.000	5.664	0	0.000
68610.059	0.000	5.670	0	0.000
68670.069	0.000	5.671	0	0.000
68730.068	0.000	5.680	0	0.000
68790.058	0.000	5.691	0	0.000
68850.042	0.000	5.700	0	0.000
68910.047	0.000	5.701	0	0.000
68970.071	0.000	5.711	0	0.000
69030.066	0.000	5.720	0	0.000
69090.040	0.000	5.728	0	0.000
69150.015	0.000	5.730	0	0.000
69210.039	0.000	5.740	0	0.000
69270.054	0.000	5.748	0	0.000
69330.053	0.000	5.758	0	0.000
69390.058	0.000	5.762	0	0.000
69450.047	0.000	5.773	0	0.000
69510.042	0.000	5.782	0	0.000
69570.056	0.000	5.790	0	0.000
69630.056	0.000	5.793	0	0.000
69690.065	0.000	5.802	0	0.000
69750.070	0.000	5.810	0	0.000
69810.034	0.000	5.819	0	0.000
69870.043	0.000	5.824	0	0.000
69930.068	0.000	5.833	0	0.000
69990.053	0.000	5.840	0	0.000
70050.027	0.000	5.842	0	0.000
70110.041	0.000	5.850	0	0.000
70170.056	0.000	5.860	0	0.000
70230.045	0.000	5.869	0	0.000
70290.030	0.000	5.870	0	0.000
70350.044	0.000	5.883	0	0.000
70410.074	0.000	5.892	0	0.000
70470.073	0.000	5.900	0	0.000
70530.068	0.000	5.910	0	0.000
70590.052	0.000	5.911	0	0.000
70650.042	0.000	5.920	0	0.000
70710.041	0.000	5.926	0	0.000
70770.046	0.000	5.934	0	0.000
70830.045	0.000	5.940	0	0.000
70890.055	0.000	5.950	0	0.000
70950.059	0.000	5.959	0	0.000
71010.054	0.000	5.960	0	0.000
71070.068	0.000	5.969	0	0.000
71130.073	0.000	5.979	0	0.000
71190.052	0.000	5.987	0	0.000
71250.027	0.000	5.990	0	0.000
71310.016	0.000	5.992	0	0.000
71370.016	0.000	6.002	0	0.000
71430.040	0.000	6.012	0	0.000
71490.055	0.000	6.020	0	0.000
71550.029	0.000	6.022	0	0.000
71610.029	0.000	6.031	0	0.000
71670.033	0.000	6.041	0	0.000
71730.053	0.000	6.050	0	0.000
71790.067	0.000	6.053	0	0.000
71850.032	0.000	6.062	0	0.000
71910.016	0.000	6.070	0	0.000
71970.021	0.000	6.078	0	0.000
72030.045	0.000	6.085	0	0.000
72090.044	0.000	6.094	0	0.000
72150.054	0.000	6.103	0	0.000
72210.083	0.000	6.110	0	0.000
72270.073	0.000	6.112	0	0.000
72330.052	0.000	6.123	0	0.000
72390.032	0.000	6.132	0	0.000
72450.021	0.000	6.140	0	0.000
72510.016	0.000	6.141	0	0.000
72570.030	0.000	6.150	0	0.000
72630.045	0.000	6.156	0	0.000
72690.054	0.000	6.168	0	0.000
72750.069	0.000	6.172	0	0.000
72810.048	0.000	6.181	0	0.000
72870.043	0.000	6.192	0	0.000
72930.042	0.000	6.200	0	0.000
72990.017	0.000	6.203	0	0.000
73050.011	0.000	6.213	0	0.000
73110.026	0.000	6.222	0	0.000
73170.055	0.000	6.230	0	0.000
73230.045	0.000	6.230	0	0.000
73290.029	0.000	6.240	0	0.000
73350.044	0.000	6.250	0	0.000
73410.058	0.000	6.260	0	0.000
73470.073	0.000	6.260	0	0.000
73530.062	0.000	6.269	0	0.000
73590.062	0.000	6.280	0	0.000
73650.071	0.000	6.290	0	0.000
73710.055	0.000	6.294	0	0.000
73770.055	0.000	6.305	0	0.000
73830.069	0.000	6.310	0	0.000
73890.059	0.000	6.318	0	0.000
73950.028	0.000	6.323	0	0.000
74010.043	0.000	6.333	0	0.000
74070.057	0.000	6.341	0	0.000
74130.057	0.000	6.350	0	0.000
74190.071	0.000	6.352	0	0.000
74250.061	0.000	6.363	0	0.000
74310.040	0.000	6.374	0	0.000
74370.055	0.000	6.380	0	0.000
74430.074	0.000	6.385	0	0.000
74490.044	0.000	6.391	0	0.000
74550.018	0.000	6.401	0	0.000
74610.018	0.000	6.410	0	0.000
74670.032	0.000	6.415	0	0.000
74730.047	0.000	6.424	0	0.000
74790.061	0.000	6.434	0	0.000
74850.061	0.000	6.440	0	0.000
74910.055	0.000	6.447	0	0.000
74970.040	0.000	6.458	0	0.000
75030.029	0.000	6.470	0	0.000
75090.039	0.000	6.480	0	0.000
75150.038	0.000	6.480	0	0.000
75210.043	0.000	6.489	0	0.000
75270.057	0.000	6.500	0	0.000
75330.057	0.000	6.510	0	0.000
75390.031	0.000	6.512	0	0.000
75450.021	0.000	6.522	0	0.000
75510.045	0.000	6.531	0	0.000
75570.059	0.000	6.540	0	0.000
75630.064	0.000	6.544	0	0.000
75690.048	0.000	6.554	0	0.000
75750.018	0.000	6.564	0	0.000
75810.017	0.000	6.570	0	0.000
75870.047	0.000	6.574	0	0.000
75930.076	0.000	6.584	0	0.000
75990.076	0.000	6.596	0	0.000
76050.080	0.000	6.609	0	0.000
76110.050	0.000	6.611	0	0.000
76170.019	0.000	6.623	0	0.000
76230.019	0.000	6.634	0	0.000
76290.048	0.000	6.640	0	0.000
76350.053	0.000	6.648	0	0.000
76410.032	0.000	6.653	0	0.000
76470.047	0.000	6.664	0	0.000
76530.061	0.000	6.670	0	0.000
76590.056	0.000	6.677	0	0.000
76650.055	0.000	6.689	0	0.000
76710.060	0.000	6.705	0	0.000
76770.039	0.000	6.710	0	0.000
76830.049	0.000	6.716	0	0.000
76890.058	0.000	6.726	0	0.000
76950.063	0.000	6.735	0	0.000
77010.077	0.000	6.740	0	0.000
77070.077	0.000	6.744	0	0.000
77130.051	0.000	6.755	0	0.000
77190.031	0.000	6.765	0	0.000
77250.040	0.000	6.775	0	0.000
77310.060	0.000	6.780	0	0.000
77370.074	0.000	6.788	0	0.000
77430.043	0.000	6.798	0	0.000
77490.043	0.000	6.805	0	0.000
77550.057	0.000	6.810	0	0.000
77610.032	0.000	6.820	0	0.000
77670.036	0.000	6.830	0	0.000
77730.061	0.000	6.838	0	0.000
77790.045	0.000	6.843	0	0.000
77850.045	0.000	6.855	0	0.000
77910.074	0.000	6.865	0	0.000
77970.054	0.000	6.870	0	0.000
78030.038	0.000	6.878	0	0.000
78090.033	0.000	6.888	0	0.000
78150.037	0.000	6.898	0	0.000
78210.062	0.000	6.906	0	0.000
78270.071	0.000	6.910	0	0.000
78330.061	0.000	6.916	0	0.000
78390.035	0.000	6.927	0	0.000
78450.025	0.000	6.938	0	0.000
78510.049	0.000	6.943	0	0.000
78570.059	0.000	6.953	0	0.000
78630.063	0.000	6.962	0	0.000
78690.078	0.000	6.970	0	0.000
78750.072	0.000	6.977	0	0.000
78810.072	0.000	6.987	0	0.000
78870.071	0.000	6.995	0	0.000
78930.046	0.000	7.005	0	0.000
78990.035	0.000	7.013	0	0.000
79050.065	0.000	7.023	0	0.000
79110.049	0.000	7.032	0	0.000
79170.034	0.000	7.040	0	0.000
79230.033	0.000	7.044	0	0.000
79290.033	0.000	7.057	0	0.000
79350.032	0.000	7.067	0	0.000
79410.016	0.000	7.077	0	0.000
79470.031	0.000	7.081	0	0.000
79530.035	0.000	7.093	0	0.000
79590.025	0.000	7.104	0	0.000
79650.019	0.000	7.110	0	0.000
79710.034	0.000	7.116	0	0.000
79770.038	0.000	7.128	0	0.000
79830.048	0.000	7.144	0	0.000
79890.062	0.000	7.153	0	0.000
79950.052	0.000	7.160	0	0.000
80010.036	0.000	7.173	0	0.000
80070.036	0.000	7.182	0	0.000
80130.040	0.000	7.190	0	0.000
80190.025	0.000	7.199	0	0.000
80250.019	0.000	7.209	0	0.000
80310.024	0.000	7.221	0	0.000
80370.043	0.000	7.230	0	0.000
80430.068	0.000	7.237	0	0.000
80490.082	0.000	7.248	0	0.000
80550.052	0.000	7.259	0	0.000
80610.021	0.000	7.263	0	0.000
80670.041	0.000	7.274	0	0.000
80730.050	0.000	7.287	0	0.000
80790.065	0.000	7.298	0	0.000
80850.054	0.000	7.302	0	0.000
80910.018	0.000	7.316	0	0.000
80970.048	0.000	7.327	0	0.000
81030.082	0.000	7.337	0	0.000
81090.052	0.000	7.341	0	0.000
81150.046	0.000	7.352	0	0.000
81210.046	0.000	7.364	0	0.000
81270.050	0.000	7.375	0	0.000
81330.055	0.000	7.386	0	0.000
81390.039	0.000	7.398	0	0.000
81450.049	0.000	7.409	0	0.000
81510.033	0.000	7.419	0	0.000
81570.048	0.000	7.330	0	0.000
81630.067	0.000	7.340	0	0.000
81690.066	0.000	7.352	0	0.000
81750.041	0.000	7.362	0	0.000
81810.015	0.000	7.370	0	0.000
81870.010	0.000	7.380	0	0.000
81930.034	0.000	7.392	0	0.000
81990.064	0.000	7.426	0	0.000
82050.049	0.000	7.453	0	0.000
82110.038	0.000	7.476	0	0.000
82170.063	0.000	7.488	0	0.000
82230.067	0.000	7.497	0	0.000
82290.057	0.000	7.512	0	0.000
82350.066	0.000	7.521	0	0.000
82410.066	0.000	7.533	0	0.000
82470.035	0.000	7.557	0	0.000
82530.024	0.000	7.577	0	0.000
82590.024	0.000	7.590	0	0.000
82650.033	0.000	7.603	0	0.000
82710.048	0.000	7.617	0	0.000
82770.037	0.000	7.637	0	0.000
82830.052	0.000	7.657	0	0.000
82890.066	0.000	7.673	0	0.000
82950.066	0.000	7.683	0	0.000
83010.050	0.000	7.701	0	0.000
83070.040	0.000	7.720	0	0.000
83130.039	0.000	7.736	0	0.000
83190.054	0.000	7.745	0	0.000
83250.068	0.000	7.764	0	0.000
83310.053	0.000	7.780	0	0.000
83370.062	0.000	7.795	0	0.000
83430.072	0.000	7.811	0	0.000
83490.051	0.000	7.826	0	0.000
83550.041	0.000	7.844	0	0.000
83610.050	0.000	7.853	0	0.000
83670.050	0.000	7.868	0	0.000
83730.039	0.000	7.889	0	0.000
83790.029	0.000	7.907	0	0.000
83850.043	0.000	7.925	0	0.000
83910.038	0.000	7.937	0	0.000
83970.047	0.000	7.945	0	0.000
84030.062	0.000	7.966	0	0.000
84090.061	0.000	7.984	0	0.000
84150.051	0.000	8.001	0	0.000
84210.055	0.000	8.016	0	0.000
84270.070	0.000	8.035	0	0.000
