	Manipulation	d ecrasement	Filename	cristallisation_sel_2025-18-06.dat	Date	18/6/2025	Time	09:27:15 s	Remarque	ecrasement de  .... d'une epaisseur de 	TempsEntreMesure	60.000 s	TempsRelaxation	0.000 s	CourseTotal	0.000 mm	NbrEcrasement	0



Temps(s)	Position(mm)	Force(g)	Mouvement(0 ou 1)	Résistance(ohm)
4530.081	0.000	0.380	0	0.000
4590.049	0.000	0.388	0	0.000
4650.033	0.000	0.400	0	0.000
4710.050	0.000	0.408	0	0.000
4770.029	0.000	0.400	0	0.000
4830.012	0.000	0.406	0	0.000
4890.011	0.000	0.420	0	0.000
4950.013	0.000	0.426	0	0.000
5010.037	0.000	0.423	0	0.000
5070.050	0.000	0.432	0	0.000
5130.041	0.000	0.445	0	0.000
5190.031	0.000	0.444	0	0.000
5250.038	0.000	0.447	0	0.000
5310.040	0.000	0.455	0	0.000
5370.044	0.000	0.464	0	0.000
5430.071	0.000	0.460	0	0.000
5490.041	0.000	0.472	0	0.000
5550.018	0.000	0.483	0	0.000
5610.037	0.000	0.486	0	0.000
5670.037	0.000	0.484	0	0.000
5730.024	0.000	0.494	0	0.000
5790.046	0.000	0.507	0	0.000
5850.035	0.000	0.503	0	0.000
5910.027	0.000	0.503	0	0.000
5970.057	0.000	0.518	0	0.000
6030.049	0.000	0.525	0	0.000
6090.043	0.000	0.516	0	0.000
6150.055	0.000	0.521	0	0.000
6210.030	0.000	0.537	0	0.000
6270.011	0.000	0.540	0	0.000
6330.036	0.000	0.540	0	0.000
6390.063	0.000	0.542	0	0.000
6450.055	0.000	0.554	0	0.000
6510.029	0.000	0.560	0	0.000
6570.029	0.000	0.557	0	0.000
6630.036	0.000	0.564	0	0.000
6690.053	0.000	0.580	0	0.000
6750.057	0.000	0.577	0	0.000
6810.024	0.000	0.572	0	0.000
6870.024	0.000	0.583	0	0.000
6930.026	0.000	0.594	0	0.000
6990.025	0.000	0.594	0	0.000
7050.052	0.000	0.598	0	0.000
7110.069	0.000	0.604	0	0.000
7170.054	0.000	0.617	0	0.000
7230.043	0.000	0.613	0	0.000
7290.060	0.000	0.618	0	0.000
7350.062	0.000	0.627	0	0.000
7410.032	0.000	0.632	0	0.000
7470.031	0.000	0.630	0	0.000
7530.053	0.000	0.638	0	0.000
7590.055	0.000	0.654	0	0.000
7650.030	0.000	0.656	0	0.000
7710.029	0.000	0.650	0	0.000
7770.051	0.000	0.667	0	0.000
7830.038	0.000	0.671	0	0.000
7890.037	0.000	0.674	0	0.000
7950.057	0.000	0.668	0	0.000
8010.044	0.000	0.681	0	0.000
8070.031	0.000	0.693	0	0.000
8130.045	0.000	0.689	0	0.000
8190.037	0.000	0.692	0	0.000
8250.012	0.000	0.704	0	0.000
8310.044	0.000	0.714	0	0.000
8370.038	0.000	0.703	0	0.000
8430.035	0.000	0.715	0	0.000
8490.052	0.000	0.727	0	0.000
8550.022	0.000	0.730	0	0.000
8610.011	0.000	0.723	0	0.000
8670.038	0.000	0.736	0	0.000
8730.065	0.000	0.743	0	0.000
8790.040	0.000	0.748	0	0.000
8850.039	0.000	0.744	0	0.000
8910.061	0.000	0.754	0	0.000
8970.038	0.000	0.764	0	0.000
9030.028	0.000	0.767	0	0.000
9090.057	0.000	0.761	0	0.000
9150.069	0.000	0.777	0	0.000
9210.076	0.000	0.783	0	0.000
9270.076	0.000	0.782	0	0.000
9330.072	0.000	0.786	0	0.000
9390.050	0.000	0.795	0	0.000
9450.029	0.000	0.808	0	0.000
9510.029	0.000	0.801	0	0.000
9570.030	0.000	0.808	0	0.000
9630.055	0.000	0.820	0	0.000
9690.037	0.000	0.829	0	0.000
9750.012	0.000	0.821	0	0.000
9810.028	0.000	0.834	0	0.000
9870.061	0.000	0.840	0	0.000
9930.075	0.000	0.840	0	0.000
9990.042	0.000	0.847	0	0.000
10050.034	0.000	0.850	0	0.000
10110.038	0.000	0.861	0	0.000
10170.018	0.000	0.860	0	0.000
10230.040	0.000	0.864	0	0.000
10290.057	0.000	0.872	0	0.000
10350.041	0.000	0.885	0	0.000
10410.031	0.000	0.878	0	0.000
10470.032	0.000	0.883	0	0.000
10530.032	0.000	0.894	0	0.000
10590.044	0.000	0.904	0	0.000
10650.059	0.000	0.896	0	0.000
10710.040	0.000	0.904	0	0.000
10770.050	0.000	0.914	0	0.000
10830.067	0.000	0.920	0	0.000
10890.074	0.000	0.914	0	0.000
10950.048	0.000	0.929	0	0.000
11010.026	0.000	0.930	0	0.000
11070.050	0.000	0.936	0	0.000
11130.070	0.000	0.934	0	0.000
11190.061	0.000	0.941	0	0.000
11250.069	0.000	0.954	0	0.000
11310.048	0.000	0.960	0	0.000
11370.023	0.000	0.951	0	0.000
11430.029	0.000	0.964	0	0.000
11490.032	0.000	0.975	0	0.000
11550.021	0.000	0.978	0	0.000
11610.026	0.000	0.972	0	0.000
11670.022	0.000	0.989	0	0.000
11730.035	0.000	0.993	0	0.000
11790.064	0.000	0.997	0	0.000
11850.048	0.000	0.990	0	0.000
11910.030	0.000	1.005	0	0.000
11970.057	0.000	1.020	0	0.000
12030.047	0.000	1.016	0	0.000
12090.048	0.000	1.011	0	0.000
12150.068	0.000	1.020	0	0.000
12210.037	0.000	1.031	0	0.000
12270.045	0.000	1.039	0	0.000
12330.049	0.000	1.032	0	0.000
12390.021	0.000	1.044	0	0.000
12450.018	0.000	1.056	0	0.000
12510.043	0.000	1.058	0	0.000
12570.042	0.000	1.051	0	0.000
12630.024	0.000	1.065	0	0.000
12690.041	0.000	1.077	0	0.000
12750.041	0.000	1.077	0	0.000
12810.037	0.000	1.071	0	0.000
12870.027	0.000	1.088	0	0.000
12930.034	0.000	1.098	0	0.000
12990.034	0.000	1.095	0	0.000
13050.020	0.000	1.093	0	0.000
13110.034	0.000	1.104	0	0.000
13170.037	0.000	1.110	0	0.000
13230.037	0.000	1.110	0	0.000
13290.053	0.000	1.110	0	0.000
13350.047	0.000	1.122	0	0.000
13410.025	0.000	1.133	0	0.000
13470.035	0.000	1.129	0	0.000
13530.061	0.000	1.129	0	0.000
13590.070	0.000	1.140	0	0.000
13650.043	0.000	1.151	0	0.000
13710.042	0.000	1.144	0	0.000
13770.069	0.000	1.147	0	0.000
13830.038	0.000	1.149	0	0.000
13890.013	0.000	1.153	0	0.000
13950.025	0.000	1.150	0	0.000
14010.047	0.000	1.152	0	0.000
14070.066	0.000	1.161	0	0.000
14130.069	0.000	1.176	0	0.000
14190.043	0.000	1.163	0	0.000
14250.030	0.000	1.170	0	0.000
14310.059	0.000	1.185	0	0.000
14370.062	0.000	1.192	0	0.000
14430.046	0.000	1.186	0	0.000
14490.057	0.000	1.196	0	0.000
14550.065	0.000	1.203	0	0.000
14610.035	0.000	1.210	0	0.000
14670.044	0.000	1.201	0	0.000
14730.040	0.000	1.209	0	0.000
14790.010	0.000	1.218	0	0.000
14850.013	0.000	1.226	0	0.000
14910.012	0.000	1.215	0	0.000
14970.013	0.000	1.226	0	0.000
15030.043	0.000	1.241	0	0.000
15090.071	0.000	1.249	0	0.000
15150.050	0.000	1.240	0	0.000
15210.021	0.000	1.249	0	0.000
15270.016	0.000	1.260	0	0.000
15330.049	0.000	1.266	0	0.000
15390.063	0.000	1.261	0	0.000
15450.059	0.000	1.274	0	0.000
15510.072	0.000	1.276	0	0.000
15570.067	0.000	1.290	0	0.000
15630.041	0.000	1.280	0	0.000
15690.027	0.000	1.287	0	0.000
15750.056	0.000	1.300	0	0.000
15810.075	0.000	1.305	0	0.000
15870.049	0.000	1.298	0	0.000
15930.030	0.000	1.307	0	0.000
15990.033	0.000	1.317	0	0.000
16050.047	0.000	1.321	0	0.000
16110.062	0.000	1.313	0	0.000
16170.063	0.000	1.325	0	0.000
16230.051	0.000	1.325	0	0.000
16290.042	0.000	1.336	0	0.000
16350.070	0.000	1.331	0	0.000
16410.056	0.000	1.335	0	0.000
16470.030	0.000	1.348	0	0.000
16530.043	0.000	1.356	0	0.000
16590.073	0.000	1.350	0	0.000
16650.059	0.000	1.360	0	0.000
16710.032	0.000	1.363	0	0.000
16770.031	0.000	1.372	0	0.000
16830.031	0.000	1.364	0	0.000
16890.041	0.000	1.377	0	0.000
16950.040	0.000	1.390	0	0.000
17010.024	0.000	1.388	0	0.000
17070.065	0.000	1.385	0	0.000
17130.064	0.000	1.397	0	0.000
17190.042	0.000	1.405	0	0.000
17250.062	0.000	1.406	0	0.000
17310.066	0.000	1.404	0	0.000
17370.042	0.000	1.415	0	0.000
17430.030	0.000	1.424	0	0.000
17490.035	0.000	1.423	0	0.000
17550.031	0.000	1.421	0	0.000
17610.040	0.000	1.430	0	0.000
17670.043	0.000	1.436	0	0.000
17730.018	0.000	1.444	0	0.000
17790.032	0.000	1.442	0	0.000
17850.023	0.000	1.453	0	0.000
17910.016	0.000	1.462	0	0.000
17970.036	0.000	1.463	0	0.000
18030.030	0.000	1.459	0	0.000
18090.041	0.000	1.466	0	0.000
18150.044	0.000	1.477	0	0.000
18210.044	0.000	1.473	0	0.000
18270.039	0.000	1.476	0	0.000
18330.014	0.000	1.489	0	0.000
18390.022	0.000	1.496	0	0.000
18450.022	0.000	1.492	0	0.000
18510.032	0.000	1.492	0	0.000
18570.047	0.000	1.508	0	0.000
18630.065	0.000	1.514	0	0.000
18690.070	0.000	1.512	0	0.000
18750.040	0.000	1.510	0	0.000
18810.020	0.000	1.526	0	0.000
18870.043	0.000	1.534	0	0.000
18930.058	0.000	1.526	0	0.000
18990.028	0.000	1.529	0	0.000
19050.013	0.000	1.541	0	0.000
19110.021	0.000	1.552	0	0.000
19170.040	0.000	1.546	0	0.000
19230.046	0.000	1.546	0	0.000
19290.041	0.000	1.559	0	0.000
19350.044	0.000	1.570	0	0.000
19410.063	0.000	1.566	0	0.000
19470.059	0.000	1.562	0	0.000
19530.038	0.000	1.580	0	0.000
19590.032	0.000	1.585	0	0.000
19650.051	0.000	1.582	0	0.000
19710.072	0.000	1.586	0	0.000
19770.060	0.000	1.592	0	0.000
19830.050	0.000	1.602	0	0.000
19890.059	0.000	1.595	0	0.000
19950.055	0.000	1.600	0	0.000
20010.054	0.000	1.618	0	0.000
20070.048	0.000	1.619	0	0.000
20130.037	0.000	1.610	0	0.000
20190.043	0.000	1.620	0	0.000
20250.061	0.000	1.630	0	0.000
20310.046	0.000	1.640	0	0.000
20370.030	0.000	1.628	0	0.000
20430.061	0.000	1.643	0	0.000
20490.079	0.000	1.651	0	0.000
20550.059	0.000	1.657	0	0.000
20610.043	0.000	1.645	0	0.000
20670.039	0.000	1.651	0	0.000
20730.058	0.000	1.659	0	0.000
20790.072	0.000	1.672	0	0.000
20850.056	0.000	1.665	0	0.000
20910.031	0.000	1.667	0	0.000
20970.016	0.000	1.681	0	0.000
21030.034	0.000	1.686	0	0.000
21090.034	0.000	1.680	0	0.000
21150.029	0.000	1.684	0	0.000
21210.034	0.000	1.696	0	0.000
21270.052	0.000	1.703	0	0.000
21330.062	0.000	1.697	0	0.000
21390.032	0.000	1.703	0	0.000
21450.051	0.000	1.713	0	0.000
21510.060	0.000	1.722	0	0.000
21570.035	0.000	1.713	0	0.000
21630.045	0.000	1.722	0	0.000
21690.045	0.000	1.728	0	0.000
21750.023	0.000	1.736	0	0.000
21810.048	0.000	1.730	0	0.000
21870.058	0.000	1.732	0	0.000
21930.048	0.000	1.748	0	0.000
21990.036	0.000	1.750	0	0.000
22050.046	0.000	1.741	0	0.000
22110.066	0.000	1.750	0	0.000
22170.060	0.000	1.756	0	0.000
22230.054	0.000	1.763	0	0.000
22290.059	0.000	1.756	0	0.000
22350.054	0.000	1.770	0	0.000
22410.033	0.000	1.776	0	0.000
22470.022	0.000	1.779	0	0.000
22530.057	0.000	1.770	0	0.000
22590.052	0.000	1.782	0	0.000
22650.031	0.000	1.793	0	0.000
22710.030	0.000	1.796	0	0.000
22770.044	0.000	1.790	0	0.000
22830.065	0.000	1.798	0	0.000
22890.063	0.000	1.809	0	0.000
22950.053	0.000	1.810	0	0.000
23010.037	0.000	1.808	0	0.000
23070.018	0.000	1.817	0	0.000
23130.046	0.000	1.821	0	0.000
23190.061	0.000	1.827	0	0.000
23250.050	0.000	1.821	0	0.000
23310.060	0.000	1.830	0	0.000
23370.079	0.000	1.842	0	0.000
23430.054	0.000	1.843	0	0.000
23490.053	0.000	1.839	0	0.000
23550.058	0.000	1.847	0	0.000
23610.052	0.000	1.855	0	0.000
23670.057	0.000	1.855	0	0.000
23730.047	0.000	1.850	0	0.000
23790.056	0.000	1.855	0	0.000
23850.075	0.000	1.860	0	0.000
23910.060	0.000	1.871	0	0.000
23970.034	0.000	1.855	0	0.000
24030.034	0.000	1.869	0	0.000
24090.059	0.000	1.879	0	0.000
24150.063	0.000	1.880	0	0.000
24210.067	0.000	1.880	0	0.000
24270.042	0.000	1.882	0	0.000
24330.041	0.000	1.898	0	0.000
24390.070	0.000	1.890	0	0.000
24450.061	0.000	1.890	0	0.000
24510.050	0.000	1.895	0	0.000
24570.044	0.000	1.911	0	0.000
24630.033	0.000	1.905	0	0.000
24690.043	0.000	1.904	0	0.000
24750.058	0.000	1.910	0	0.000
24810.032	0.000	1.921	0	0.000
24870.051	0.000	1.921	0	0.000
24930.061	0.000	1.910	0	0.000
24990.031	0.000	1.928	0	0.000
25050.025	0.000	1.936	0	0.000
25110.034	0.000	1.935	0	0.000
25170.054	0.000	1.931	0	0.000
25230.059	0.000	1.942	0	0.000
25290.053	0.000	1.950	0	0.000
25350.052	0.000	1.947	0	0.000
25410.047	0.000	1.947	0	0.000
25470.037	0.000	1.956	0	0.000
25530.056	0.000	1.965	0	0.000
25590.050	0.000	1.962	0	0.000
25650.015	0.000	1.956	0	0.000
25710.035	0.000	1.971	0	0.000
25770.069	0.000	1.982	0	0.000
25830.318	0.000	1.974	0	0.000
25890.313	0.000	1.977	0	0.000
25950.072	0.000	1.986	0	0.000
26010.042	0.000	1.990	0	0.000
26070.016	0.000	1.994	0	0.000
26130.035	0.000	1.987	0	0.000
26190.040	0.000	1.993	0	0.000
26250.045	0.000	2.008	0	0.000
26310.064	0.000	2.004	0	0.000
26370.039	0.000	2.004	0	0.000
26430.038	0.000	2.011	0	0.000
26490.062	0.000	2.023	0	0.000
26550.047	0.000	2.017	0	0.000
26610.052	0.000	2.019	0	0.000
26670.046	0.000	2.031	0	0.000
26730.025	0.000	2.035	0	0.000
26790.045	0.000	2.031	0	0.000
26850.055	0.000	2.031	0	0.000
26910.059	0.000	2.038	0	0.000
26970.068	0.000	2.053	0	0.000
27030.043	0.000	2.039	0	0.000
27090.033	0.000	2.048	0	0.000
27150.047	0.000	2.050	0	0.000
27210.036	0.000	2.057	0	0.000
27270.016	0.000	2.056	0	0.000
27330.025	0.000	2.058	0	0.000
27390.055	0.000	2.066	0	0.000
27450.049	0.000	2.074	0	0.000
27510.059	0.000	2.070	0	0.000
27570.043	0.000	2.066	0	0.000
27630.018	0.000	2.078	0	0.000
27690.037	0.000	2.090	0	0.000
27750.067	0.000	2.081	0	0.000
27810.066	0.000	2.080	0	0.000
27870.051	0.000	2.087	0	0.000
27930.050	0.000	2.099	0	0.000
27990.069	0.000	2.098	0	0.000
28050.059	0.000	2.103	0	0.000
28110.039	0.000	2.119	0	0.000
28170.053	0.000	2.126	0	0.000
28230.052	0.000	2.133	0	0.000
28290.027	0.000	2.130	0	0.000
28350.037	0.000	2.142	0	0.000
28410.066	0.000	2.155	0	0.000
28470.050	0.000	2.150	0	0.000
28530.020	0.000	2.157	0	0.000
28590.039	0.000	2.171	0	0.000
28650.054	0.000	2.177	0	0.000
28710.068	0.000	2.169	0	0.000
28770.063	0.000	2.174	0	0.000
28830.057	0.000	2.190	0	0.000
28890.047	0.000	2.200	0	0.000
28950.036	0.000	2.189	0	0.000
29010.061	0.000	2.196	0	0.000
29070.075	0.000	2.203	0	0.000
29130.065	0.000	2.212	0	0.000
29190.049	0.000	2.212	0	0.000
29250.064	0.000	2.211	0	0.000
29310.078	0.000	2.220	0	0.000
29370.058	0.000	2.227	0	0.000
29430.042	0.000	2.229	0	0.000
29490.042	0.000	2.226	0	0.000
29550.046	0.000	2.236	0	0.000
29610.081	0.000	2.248	0	0.000
29670.055	0.000	2.244	0	0.000
29730.045	0.000	2.245	0	0.000
29790.069	0.000	2.255	0	0.000
29850.049	0.000	2.265	0	0.000
29910.048	0.000	2.257	0	0.000
29970.042	0.000	2.260	0	0.000
30030.032	0.000	2.269	0	0.000
30090.066	0.000	2.281	0	0.000
30150.066	0.000	2.270	0	0.000
30210.035	0.000	2.274	0	0.000
30270.020	0.000	2.282	0	0.000
30330.024	0.000	2.294	0	0.000
30390.044	0.000	2.284	0	0.000
30450.038	0.000	2.288	0	0.000
30510.023	0.000	2.298	0	0.000
30570.027	0.000	2.303	0	0.000
30630.052	0.000	2.300	0	0.000
30690.046	0.000	2.300	0	0.000
30750.021	0.000	2.314	0	0.000
30810.040	0.000	2.320	0	0.000
30870.040	0.000	2.314	0	0.000
30930.019	0.000	2.317	0	0.000
30990.034	0.000	2.325	0	0.000
31050.053	0.000	2.331	0	0.000
31110.043	0.000	2.327	0	0.000
31170.047	0.000	2.330	0	0.000
31230.041	0.000	2.336	0	0.000
31290.026	0.000	2.345	0	0.000
31350.041	0.000	2.344	0	0.000
31410.030	0.000	2.336	0	0.000
31470.029	0.000	2.347	0	0.000
31530.039	0.000	2.360	0	0.000
31590.033	0.000	2.354	0	0.000
31650.053	0.000	2.352	0	0.000
31710.047	0.000	2.360	0	0.000
31770.052	0.000	2.372	0	0.000
31830.051	0.000	2.359	0	0.000
31890.046	0.000	2.371	0	0.000
31950.075	0.000	2.376	0	0.000
32010.050	0.000	2.382	0	0.000
32070.024	0.000	2.369	0	0.000
32130.039	0.000	2.374	0	0.000
32190.058	0.000	2.379	0	0.000
32250.073	0.000	2.386	0	0.000
32310.057	0.000	2.372	0	0.000
32370.047	0.000	2.378	0	0.000
32430.061	0.000	2.386	0	0.000
32490.056	0.000	2.391	0	0.000
32550.065	0.000	2.383	0	0.000
32610.049	0.000	2.384	0	0.000
32670.049	0.000	2.392	0	0.000
32730.069	0.000	2.400	0	0.000
32790.058	0.000	2.397	0	0.000
32850.042	0.000	2.394	0	0.000
32910.042	0.000	2.401	0	0.000
32970.067	0.000	2.414	0	0.000
33030.066	0.000	2.408	0	0.000
33090.050	0.000	2.407	0	0.000
33150.060	0.000	2.417	0	0.000
33210.055	0.000	2.420	0	0.000
33270.044	0.000	2.408	0	0.000
33330.063	0.000	2.415	0	0.000
33390.068	0.000	2.424	0	0.000
33450.063	0.000	2.433	0	0.000
33510.072	0.000	2.418	0	0.000
33570.066	0.000	2.412	0	0.000
33630.040	0.000	2.429	0	0.000
33690.045	0.000	2.437	0	0.000
33750.075	0.000	2.431	0	0.000
33810.064	0.000	2.433	0	0.000
33870.063	0.000	2.434	0	0.000
33930.073	0.000	2.449	0	0.000
33990.043	0.000	2.437	0	0.000
34050.012	0.000	2.439	0	0.000
34110.046	0.000	2.454	0	0.000
34170.076	0.000	2.455	0	0.000
34230.056	0.000	2.446	0	0.000
34290.045	0.000	2.447	0	0.000
34350.039	0.000	2.458	0	0.000
34410.039	0.000	2.466	0	0.000
34470.059	0.000	2.457	0	0.000
34530.058	0.000	2.458	0	0.000
34590.052	0.000	2.465	0	0.000
34650.032	0.000	2.476	0	0.000
34710.037	0.000	2.470	0	0.000
34770.061	0.000	2.468	0	0.000
34830.050	0.000	2.476	0	0.000
34890.030	0.000	2.488	0	0.000
34950.025	0.000	2.480	0	0.000
35010.008	0.000	2.478	0	0.000
35070.013	0.000	2.491	0	0.000
35130.053	0.000	2.496	0	0.000
35190.042	0.000	2.482	0	0.000
35250.036	0.000	2.493	0	0.000
35310.036	0.000	2.491	0	0.000
35370.010	0.000	2.505	0	0.000
35430.031	0.000	2.498	0	0.000
35490.024	0.000	2.496	0	0.000
35550.034	0.000	2.506	0	0.000
35610.059	0.000	2.516	0	0.000
35670.048	0.000	2.506	0	0.000
35730.022	0.000	2.509	0	0.000
35790.047	0.000	2.516	0	0.000
35850.057	0.000	2.532	0	0.000
35910.021	0.000	2.520	0	0.000
35970.040	0.000	2.512	0	0.000
36030.060	0.000	2.521	0	0.000
36090.034	0.000	2.539	0	0.000
36150.044	0.000	2.533	0	0.000
36210.063	0.000	2.519	0	0.000
36270.047	0.000	2.530	0	0.000
36330.042	0.000	2.541	0	0.000
36390.047	0.000	2.530	0	0.000
36450.021	0.000	2.530	0	0.000
36510.035	0.000	2.542	0	0.000
36570.046	0.000	2.550	0	0.000
36630.045	0.000	2.549	0	0.000
36690.029	0.000	2.540	0	0.000
36750.033	0.000	2.550	0	0.000
36810.068	0.000	2.559	0	0.000
36870.053	0.000	2.552	0	0.000
36930.032	0.000	2.548	0	0.000
36990.046	0.000	2.568	0	0.000
37050.032	0.000	2.568	0	0.000
37110.046	0.000	2.566	0	0.000
37170.055	0.000	2.562	0	0.000
37230.054	0.000	2.567	0	0.000
37290.064	0.000	2.578	0	0.000
37350.034	0.000	2.576	0	0.000
37410.013	0.000	2.565	0	0.000
37470.047	0.000	2.581	0	0.000
37530.072	0.000	2.586	0	0.000
37590.052	0.000	2.591	0	0.000
37650.061	0.000	2.580	0	0.000
37710.055	0.000	2.587	0	0.000
37770.054	0.000	2.594	0	0.000
37830.075	0.000	2.595	0	0.000
37890.059	0.000	2.589	0	0.000
37950.048	0.000	2.596	0	0.000
38010.068	0.000	2.597	0	0.000
38070.078	0.000	2.602	0	0.000
38130.062	0.000	2.588	0	0.000
38190.026	0.000	2.602	0	0.000
38250.040	0.000	2.614	0	0.000
38310.081	0.000	2.608	0	0.000
38370.039	0.000	2.599	0	0.000
38430.039	0.000	2.616	0	0.000
38490.044	0.000	2.621	0	0.000
38550.019	0.000	2.619	0	0.000
38610.037	0.000	2.609	0	0.000
38670.042	0.000	2.623	0	0.000
38730.047	0.000	2.625	0	0.000
38790.042	0.000	2.625	0	0.000
38850.026	0.000	2.614	0	0.000
38910.034	0.000	2.629	0	0.000
38970.045	0.000	2.640	0	0.000
39030.059	0.000	2.638	0	0.000
39090.058	0.000	2.622	0	0.000
39150.057	0.000	2.636	0	0.000
39210.067	0.000	2.640	0	0.000
39270.048	0.000	2.648	0	0.000
39330.033	0.000	2.632	0	0.000
39390.025	0.000	2.641	0	0.000
39450.035	0.000	2.650	0	0.000
39510.051	0.000	2.653	0	0.000
39570.055	0.000	2.636	0	0.000
39630.028	0.000	2.643	0	0.000
39690.028	0.000	2.652	0	0.000
39750.027	0.000	2.659	0	0.000
39810.038	0.000	2.642	0	0.000
39870.056	0.000	2.651	0	0.000
39930.056	0.000	2.658	0	0.000
39990.045	0.000	2.664	0	0.000
40050.046	0.000	2.649	0	0.000
40110.054	0.000	2.658	0	0.000
40170.038	0.000	2.670	0	0.000
40230.029	0.000	2.672	0	0.000
40290.029	0.000	2.657	0	0.000
40350.022	0.000	2.662	0	0.000
40410.026	0.000	2.669	0	0.000
40470.051	0.000	2.679	0	0.000
40530.072	0.000	2.661	0	0.000
40590.040	0.000	2.666	0	0.000
40650.024	0.000	2.671	0	0.000
40710.024	0.000	2.674	0	0.000
40770.023	0.000	2.663	0	0.000
40830.048	0.000	2.659	0	0.000
40890.067	0.000	2.664	0	0.000
40950.057	0.000	2.671	0	0.000
41010.026	0.000	2.653	0	0.000
41070.016	0.000	2.663	0	0.000
41130.055	0.000	2.664	0	0.000
41190.070	0.000	2.670	0	0.000
41250.069	0.000	2.654	0	0.000
41310.078	0.000	2.652	0	0.000
41370.053	0.000	2.659	0	0.000
41430.052	0.000	2.660	0	0.000
41490.062	0.000	2.649	0	0.000
41550.036	0.000	2.644	0	0.000
41610.036	0.000	2.654	0	0.000
41670.060	0.000	2.659	0	0.000
41730.065	0.000	2.646	0	0.000
41790.064	0.000	2.648	0	0.000
41850.064	0.000	2.657	0	0.000
41910.033	0.000	2.671	0	0.000
41970.018	0.000	2.653	0	0.000
42030.032	0.000	2.655	0	0.000
42090.027	0.000	2.660	0	0.000
42150.031	0.000	2.657	0	0.000
42210.056	0.000	2.640	0	0.000
42270.070	0.000	2.642	0	0.000
42330.065	0.000	2.656	0	0.000
42390.034	0.000	2.663	0	0.000
42450.039	0.000	2.642	0	0.000
42510.053	0.000	2.643	0	0.000
42570.048	0.000	2.649	0	0.000
42630.062	0.000	2.664	0	0.000
42690.051	0.000	2.652	0	0.000
42750.051	0.000	2.640	0	0.000
42810.050	0.000	2.648	0	0.000
42870.040	0.000	2.653	0	0.000
42930.064	0.000	2.640	0	0.000
42990.049	0.000	2.635	0	0.000
