	Manipulation	d ecrasement	Filename	cristallisation_sel_2025-18-06.dat	Date	18/6/2025	Time	09:27:15 s	Remarque	ecrasement de  .... d'une epaisseur de 	TempsEntreMesure	60.000 s	TempsRelaxation	0.000 s	CourseTotal	0.000 mm	NbrEcrasement	0



Temps(s)	Position(mm)	Force(g)	Mouvement(0 ou 1)	Résistance(ohm)
43050.043	0.000	2.642	0	0.000
43110.043	0.000	2.645	0	0.000
43170.052	0.000	2.638	0	0.000
43230.052	0.000	2.622	0	0.000
43290.011	0.000	2.633	0	0.000
43350.011	0.000	2.648	0	0.000
43410.035	0.000	2.641	0	0.000
43470.065	0.000	2.630	0	0.000
43530.059	0.000	2.641	0	0.000
43590.024	0.000	2.640	0	0.000
43650.033	0.000	2.630	0	0.000
43710.068	0.000	2.627	0	0.000
43770.067	0.000	2.635	0	0.000
43830.042	0.000	2.639	0	0.000
43890.051	0.000	2.663	0	0.000
43950.055	0.000	2.645	0	0.000
44010.030	0.000	2.638	0	0.000
44070.024	0.000	2.636	0	0.000
44130.014	0.000	2.633	0	0.000
44190.013	0.000	2.624	0	0.000
44250.023	0.000	2.643	0	0.000
44310.037	0.000	2.653	0	0.000
44370.052	0.000	2.661	0	0.000
44430.026	0.000	2.632	0	0.000
44490.011	0.000	2.637	0	0.000
44550.035	0.000	2.650	0	0.000
44610.040	0.000	2.645	0	0.000
44670.039	0.000	2.636	0	0.000
44730.049	0.000	2.640	0	0.000
44790.048	0.000	2.649	0	0.000
44850.038	0.000	2.655	0	0.000
44910.042	0.000	2.637	0	0.000
44970.067	0.000	2.658	0	0.000
45030.051	0.000	2.657	0	0.000
45090.041	0.000	2.649	0	0.000
45150.040	0.000	2.637	0	0.000
45210.029	0.000	2.642	0	0.000
45270.029	0.000	2.654	0	0.000
45330.023	0.000	2.657	0	0.000
45390.013	0.000	2.632	0	0.000
45450.027	0.000	2.647	0	0.000
45510.052	0.000	2.665	0	0.000
45570.026	0.000	2.652	0	0.000
45630.011	0.000	2.630	0	0.000
45690.035	0.000	2.642	0	0.000
45750.065	0.000	2.654	0	0.000
45810.079	0.000	2.644	0	0.000
45870.079	0.000	2.620	0	0.000
45930.053	0.000	2.620	0	0.000
45990.038	0.000	2.646	0	0.000
46050.032	0.000	2.638	0	0.000
46110.027	0.000	2.627	0	0.000
46170.056	0.000	2.644	0	0.000
46230.041	0.000	2.633	0	0.000
46290.005	0.000	2.645	0	0.000
46350.015	0.000	2.638	0	0.000
46410.039	0.000	2.627	0	0.000
46470.053	0.000	2.632	0	0.000
46530.058	0.000	2.658	0	0.000
46590.032	0.000	2.642	0	0.000
46650.012	0.000	2.636	0	0.000
46710.041	0.000	2.639	0	0.000
46770.031	0.000	2.645	0	0.000
46830.030	0.000	2.634	0	0.000
46890.045	0.000	2.635	0	0.000
46950.019	0.000	2.633	0	0.000
47010.034	0.000	2.664	0	0.000
47070.043	0.000	2.634	0	0.000
47130.043	0.000	2.624	0	0.000
47190.067	0.000	2.634	0	0.000
47250.067	0.000	2.647	0	0.000
47310.056	0.000	2.635	0	0.000
47370.046	0.000	2.615	0	0.000
47430.020	0.000	2.620	0	0.000
47490.005	0.000	2.632	0	0.000
47550.024	0.000	2.635	0	0.000
47610.024	0.000	2.620	0	0.000
47670.003	0.000	2.636	0	0.000
47730.023	0.000	2.659	0	0.000
47790.037	0.000	2.629	0	0.000
47850.016	0.000	2.622	0	0.000
47910.026	0.000	2.631	0	0.000
47970.050	0.000	2.631	0	0.000
48030.035	0.000	2.611	0	0.000
48090.034	0.000	2.611	0	0.000
48150.049	0.000	2.633	0	0.000
48210.028	0.000	2.636	0	0.000
48270.028	0.000	2.618	0	0.000
48330.042	0.000	2.634	0	0.000
48390.047	0.000	2.638	0	0.000
48450.031	0.000	2.623	0	0.000
48510.006	0.000	2.621	0	0.000
48570.005	0.000	2.624	0	0.000
48630.040	0.000	2.636	0	0.000
48690.054	0.000	2.644	0	0.000
48750.019	0.000	2.623	0	0.000
48810.013	0.000	2.613	0	0.000
48870.013	0.000	2.619	0	0.000
48930.012	0.000	2.641	0	0.000
48990.012	0.000	2.619	0	0.000
49050.001	0.000	2.605	0	0.000
49110.020	0.000	2.621	0	0.000
49170.035	0.000	2.643	0	0.000
49230.054	0.000	2.622	0	0.000
49290.064	0.000	2.628	0	0.000
49350.038	0.000	2.624	0	0.000
49410.053	0.000	2.617	0	0.000
49470.042	0.000	2.620	0	0.000
49530.042	0.000	2.609	0	0.000
49590.071	0.000	2.638	0	0.000
49650.061	0.000	2.625	0	0.000
49710.045	0.000	2.615	0	0.000
49770.030	0.000	2.605	0	0.000
49830.039	0.000	2.622	0	0.000
49890.029	0.000	2.628	0	0.000
49950.003	0.000	2.627	0	0.000
50010.043	0.000	2.597	0	0.000
50070.042	0.000	2.609	0	0.000
50130.027	0.000	2.607	0	0.000
50190.051	0.000	2.622	0	0.000
50250.041	0.000	2.611	0	0.000
50310.055	0.000	2.624	0	0.000
50370.079	0.000	2.614	0	0.000
50430.069	0.000	2.619	0	0.000
50490.053	0.000	2.602	0	0.000
50550.038	0.000	2.623	0	0.000
50610.042	0.000	2.603	0	0.000
50670.042	0.000	2.612	0	0.000
50730.026	0.000	2.599	0	0.000
50790.041	0.000	2.611	0	0.000
50850.040	0.000	2.600	0	0.000
50910.055	0.000	2.608	0	0.000
50970.044	0.000	2.595	0	0.000
51030.004	0.000	2.620	0	0.000
51090.018	0.000	2.604	0	0.000
51150.033	0.000	2.596	0	0.000
51210.017	0.000	2.583	0	0.000
51270.017	0.000	2.606	0	0.000
51330.016	0.000	2.595	0	0.000
51390.021	0.000	2.603	0	0.000
51450.045	0.000	2.600	0	0.000
51510.050	0.000	2.589	0	0.000
51570.054	0.000	2.599	0	0.000
51630.043	0.000	2.600	0	0.000
51690.053	0.000	2.596	0	0.000
51750.082	0.000	2.587	0	0.000
51810.072	0.000	2.594	0	0.000
51870.031	0.000	2.616	0	0.000
51930.041	0.000	2.591	0	0.000
51990.075	0.000	2.578	0	0.000
52050.040	0.000	2.597	0	0.000
52110.019	0.000	2.587	0	0.000
52170.029	0.000	2.591	0	0.000
52230.018	0.000	2.569	0	0.000
52290.018	0.000	2.574	0	0.000
52350.017	0.000	2.597	0	0.000
52410.022	0.000	2.570	0	0.000
52470.016	0.000	2.573	0	0.000
52530.006	0.000	2.580	0	0.000
52590.015	0.000	2.594	0	0.000
52650.040	0.000	2.577	0	0.000
52710.069	0.000	2.580	0	0.000
52770.054	0.000	2.583	0	0.000
52830.053	0.000	2.578	0	0.000
52890.067	0.000	2.588	0	0.000
52950.067	0.000	2.575	0	0.000
53010.051	0.000	2.568	0	0.000
53070.031	0.000	2.583	0	0.000
53130.035	0.000	2.585	0	0.000
53190.020	0.000	2.563	0	0.000
53250.004	0.000	2.564	0	0.000
53310.009	0.000	2.570	0	0.000
53370.038	0.000	2.597	0	0.000
53430.068	0.000	2.567	0	0.000
53490.037	0.000	2.562	0	0.000
53550.002	0.000	2.566	0	0.000
53610.031	0.000	2.560	0	0.000
53670.061	0.000	2.534	0	0.000
53730.060	0.000	2.539	0	0.000
53790.035	0.000	2.557	0	0.000
53850.019	0.000	2.566	0	0.000
53910.024	0.000	2.544	0	0.000
53970.043	0.000	2.552	0	0.000
54030.063	0.000	2.588	0	0.000
54090.037	0.000	2.560	0	0.000
54150.021	0.000	2.526	0	0.000
54210.031	0.000	2.545	0	0.000
54270.020	0.000	2.539	0	0.000
54330.015	0.000	2.563	0	0.000
54390.014	0.000	2.550	0	0.000
54450.014	0.000	2.545	0	0.000
54510.028	0.000	2.548	0	0.000
54570.038	0.000	2.558	0	0.000
54630.037	0.000	2.528	0	0.000
54690.047	0.000	2.539	0	0.000
54750.051	0.000	2.552	0	0.000
54810.036	0.000	2.548	0	0.000
54870.020	0.000	2.524	0	0.000
54930.025	0.000	2.528	0	0.000
54990.044	0.000	2.529	0	0.000
55050.039	0.000	2.539	0	0.000
55110.043	0.000	2.531	0	0.000
55170.033	0.000	2.525	0	0.000
55230.022	0.000	2.530	0	0.000
55290.047	0.000	2.532	0	0.000
55350.056	0.000	2.528	0	0.000
55410.031	0.000	2.519	0	0.000
55470.030	0.000	2.538	0	0.000
55530.059	0.000	2.536	0	0.000
55590.034	0.000	2.509	0	0.000
55650.008	0.000	2.510	0	0.000
55710.038	0.000	2.524	0	0.000
55770.047	0.000	2.523	0	0.000
55830.047	0.000	2.517	0	0.000
55890.031	0.000	2.511	0	0.000
55950.031	0.000	2.537	0	0.000
56010.035	0.000	2.522	0	0.000
56070.010	0.000	2.516	0	0.000
56130.009	0.000	2.515	0	0.000
56190.019	0.000	2.527	0	0.000
56250.043	0.000	2.526	0	0.000
56310.033	0.000	2.509	0	0.000
56370.032	0.000	2.503	0	0.000
56430.047	0.000	2.506	0	0.000
56490.026	0.000	2.519	0	0.000
56550.011	0.000	2.499	0	0.000
56610.005	0.000	2.497	0	0.000
56670.019	0.000	2.518	0	0.000
56730.049	0.000	2.498	0	0.000
56790.033	0.000	2.495	0	0.000
56850.003	0.000	2.489	0	0.000
56910.002	0.000	2.520	0	0.000
56970.002	0.000	2.515	0	0.000
57030.031	0.000	2.514	0	0.000
57090.051	0.000	2.499	0	0.000
57150.025	0.000	2.502	0	0.000
57210.020	0.000	2.513	0	0.000
57270.019	0.000	2.507	0	0.000
57330.044	0.000	2.495	0	0.000
57390.043	0.000	2.502	0	0.000
57450.018	0.000	2.511	0	0.000
57510.027	0.000	2.510	0	0.000
57570.017	0.000	2.487	0	0.000
57630.031	0.000	2.484	0	0.000
57690.031	0.000	2.510	0	0.000
57750.035	0.000	2.492	0	0.000
57810.035	0.000	2.476	0	0.000
57870.019	0.000	2.505	0	0.000
57930.034	0.000	2.491	0	0.000
57990.033	0.000	2.508	0	0.000
58050.037	0.000	2.484	0	0.000
58110.037	0.000	2.500	0	0.000
58170.016	0.000	2.513	0	0.000
58230.016	0.000	2.487	0	0.000
58290.030	0.000	2.466	0	0.000
58350.020	0.000	2.480	0	0.000
58410.019	0.000	2.492	0	0.000
58470.019	0.000	2.497	0	0.000
58530.023	0.000	2.496	0	0.000
58590.038	0.000	2.482	0	0.000
58650.042	0.000	2.506	0	0.000
58710.032	0.000	2.494	0	0.000
58770.011	0.000	2.488	0	0.000
58830.026	0.000	2.482	0	0.000
58890.025	0.000	2.487	0	0.000
58950.020	0.000	2.493	0	0.000
59010.019	0.000	2.475	0	0.000
59070.004	0.000	2.473	0	0.000
59130.033	0.000	2.476	0	0.000
59190.038	0.000	2.497	0	0.000
59250.022	0.000	2.473	0	0.000
59310.021	0.000	2.486	0	0.000
59370.021	0.000	2.482	0	0.000
59430.030	0.000	2.492	0	0.000
59490.050	0.000	2.470	0	0.000
59550.064	0.000	2.479	0	0.000
59610.039	0.000	2.483	0	0.000
59670.043	0.000	2.505	0	0.000
59730.038	0.000	2.462	0	0.000
59790.032	0.000	2.476	0	0.000
59850.032	0.000	2.481	0	0.000
59910.036	0.000	2.496	0	0.000
59970.051	0.000	2.479	0	0.000
60030.035	0.000	2.481	0	0.000
60090.050	0.000	2.475	0	0.000
60150.049	0.000	2.490	0	0.000
60210.049	0.000	2.472	0	0.000
60270.063	0.000	2.481	0	0.000
60330.063	0.000	2.488	0	0.000
60390.032	0.000	2.491	0	0.000
60450.007	0.000	2.481	0	0.000
60510.021	0.000	2.475	0	0.000
60570.030	0.000	2.497	0	0.000
60630.045	0.000	2.497	0	0.000
60690.034	0.000	2.479	0	0.000
60750.039	0.000	2.464	0	0.000
60810.068	0.000	2.485	0	0.000
60870.053	0.000	2.483	0	0.000
60930.037	0.000	2.467	0	0.000
60990.052	0.000	2.467	0	0.000
61050.066	0.000	2.480	0	0.000
61110.056	0.000	2.486	0	0.000
61170.040	0.000	2.479	0	0.000
61230.035	0.000	2.471	0	0.000
61290.049	0.000	2.474	0	0.000
61350.049	0.000	2.481	0	0.000
61410.053	0.000	2.481	0	0.000
61470.053	0.000	2.484	0	0.000
61530.037	0.000	2.466	0	0.000
61590.037	0.000	2.479	0	0.000
61650.031	0.000	2.476	0	0.000
61710.021	0.000	2.469	0	0.000
61770.010	0.000	2.478	0	0.000
61830.015	0.000	2.497	0	0.000
61890.044	0.000	2.469	0	0.000
61950.053	0.000	2.480	0	0.000
62010.053	0.000	2.476	0	0.000
62070.037	0.000	2.483	0	0.000
62130.007	0.000	2.488	0	0.000
62190.041	0.000	2.463	0	0.000
62250.041	0.000	2.469	0	0.000
62310.020	0.000	2.476	0	0.000
62370.035	0.000	2.479	0	0.000
62430.049	0.000	2.475	0	0.000
62490.064	0.000	2.479	0	0.000
62550.048	0.000	2.469	0	0.000
62610.033	0.000	2.469	0	0.000
62670.047	0.000	2.464	0	0.000
62730.052	0.000	2.469	0	0.000
62790.056	0.000	2.483	0	0.000
62850.056	0.000	2.486	0	0.000
62910.030	0.000	2.458	0	0.000
62970.015	0.000	2.467	0	0.000
63030.009	0.000	2.482	0	0.000
63090.014	0.000	2.482	0	0.000
63150.018	0.000	2.474	0	0.000
63210.022	0.000	2.473	0	0.000
63270.042	0.000	2.487	0	0.000
63330.031	0.000	2.479	0	0.000
63390.006	0.000	2.475	0	0.000
63450.020	0.000	2.477	0	0.000
63510.035	0.000	2.469	0	0.000
63570.029	0.000	2.479	0	0.000
63630.019	0.000	2.460	0	0.000
63690.023	0.000	2.470	0	0.000
63750.018	0.000	2.481	0	0.000
63810.017	0.000	2.476	0	0.000
63870.047	0.000	2.473	0	0.000
63930.046	0.000	2.479	0	0.000
63990.046	0.000	2.482	0	0.000
64050.050	0.000	2.475	0	0.000
64110.050	0.000	2.465	0	0.000
64170.064	0.000	2.477	0	0.000
64230.054	0.000	2.481	0	0.000
64290.028	0.000	2.487	0	0.000
64350.013	0.000	2.462	0	0.000
64410.022	0.000	2.461	0	0.000
64470.021	0.000	2.476	0	0.000
64530.006	0.000	2.465	0	0.000
64590.035	0.000	2.460	0	0.000
64650.050	0.000	2.474	0	0.000
64710.039	0.000	2.477	0	0.000
64770.044	0.000	2.475	0	0.000
64830.043	0.000	2.468	0	0.000
64890.063	0.000	2.478	0	0.000
64950.047	0.000	2.479	0	0.000
65010.037	0.000	2.489	0	0.000
65070.051	0.000	2.462	0	0.000
65130.041	0.000	2.470	0	0.000
65190.025	0.000	2.480	0	0.000
65250.025	0.000	2.469	0	0.000
65310.054	0.000	2.462	0	0.000
65370.064	0.000	2.480	0	0.000
65430.048	0.000	2.485	0	0.000
65490.033	0.000	2.475	0	0.000
65550.032	0.000	2.457	0	0.000
65610.037	0.000	2.481	0	0.000
65670.026	0.000	2.476	0	0.000
65730.016	0.000	2.472	0	0.000
65790.035	0.000	2.460	0	0.000
65850.039	0.000	2.475	0	0.000
65910.039	0.000	2.483	0	0.000
65970.048	0.000	2.478	0	0.000
66030.038	0.000	2.469	0	0.000
66090.037	0.000	2.482	0	0.000
66150.027	0.000	2.481	0	0.000
66210.011	0.000	2.492	0	0.000
66270.026	0.000	2.473	0	0.000
66330.050	0.000	2.480	0	0.000
66390.035	0.000	2.485	0	0.000
66450.014	0.000	2.480	0	0.000
66510.029	0.000	2.468	0	0.000
66570.028	0.000	2.466	0	0.000
66630.043	0.000	2.472	0	0.000
66690.042	0.000	2.483	0	0.000
66750.017	0.000	2.460	0	0.000
66810.036	0.000	2.459	0	0.000
66870.031	0.000	2.479	0	0.000
66930.020	0.000	2.466	0	0.000
66990.045	0.000	2.456	0	0.000
67050.044	0.000	2.460	0	0.000
67110.033	0.000	2.471	0	0.000
67170.058	0.000	2.462	0	0.000
67230.072	0.000	2.434	0	0.000
67290.047	0.000	2.445	0	0.000
67350.021	0.000	2.458	0	0.000
67410.041	0.000	2.451	0	0.000
67470.070	0.000	2.447	0	0.000
67530.055	0.000	2.454	0	0.000
67590.049	0.000	2.453	0	0.000
67650.034	0.000	2.463	0	0.000
67710.038	0.000	2.438	0	0.000
67770.038	0.000	2.445	0	0.000
67830.037	0.000	2.449	0	0.000
67890.052	0.000	2.441	0	0.000
67950.026	0.000	2.420	0	0.000
68010.016	0.000	2.434	0	0.000
68070.040	0.000	2.446	0	0.000
68130.070	0.000	2.450	0	0.000
68190.069	0.000	2.436	0	0.000
68250.069	0.000	2.445	0	0.000
68310.043	0.000	2.448	0	0.000
68370.042	0.000	2.438	0	0.000
68430.057	0.000	2.418	0	0.000
68490.051	0.000	2.428	0	0.000
68550.041	0.000	2.436	0	0.000
68610.030	0.000	2.443	0	0.000
68670.040	0.000	2.432	0	0.000
68730.054	0.000	2.431	0	0.000
68790.059	0.000	2.419	0	0.000
68850.033	0.000	2.406	0	0.000
68910.038	0.000	2.393	0	0.000
68970.062	0.000	2.419	0	0.000
69030.057	0.000	2.415	0	0.000
69090.046	0.000	2.416	0	0.000
69150.041	0.000	2.402	0	0.000
69210.040	0.000	2.403	0	0.000
69270.055	0.000	2.409	0	0.000
69330.049	0.000	2.405	0	0.000
69390.049	0.000	2.383	0	0.000
69450.038	0.000	2.393	0	0.000
69510.018	0.000	2.398	0	0.000
69570.032	0.000	2.405	0	0.000
69630.041	0.000	2.388	0	0.000
69690.041	0.000	2.391	0	0.000
69750.040	0.000	2.398	0	0.000
69810.045	0.000	2.393	0	0.000
69870.064	0.000	2.387	0	0.000
69930.074	0.000	2.388	0	0.000
69990.043	0.000	2.398	0	0.000
70050.028	0.000	2.389	0	0.000
70110.052	0.000	2.374	0	0.000
70170.057	0.000	2.380	0	0.000
70230.031	0.000	2.376	0	0.000
70290.026	0.000	2.372	0	0.000
70350.040	0.000	2.356	0	0.000
70410.055	0.000	2.366	0	0.000
70470.064	0.000	2.376	0	0.000
70530.054	0.000	2.377	0	0.000
70590.028	0.000	2.364	0	0.000
70650.028	0.000	2.372	0	0.000
70710.042	0.000	2.369	0	0.000
70770.042	0.000	2.354	0	0.000
70830.041	0.000	2.348	0	0.000
70890.050	0.000	2.365	0	0.000
70950.050	0.000	2.369	0	0.000
71010.054	0.000	2.352	0	0.000
71070.044	0.000	2.330	0	0.000
71130.028	0.000	2.342	0	0.000
71190.048	0.000	2.357	0	0.000
71250.067	0.000	2.348	0	0.000
71310.062	0.000	2.340	0	0.000
71370.046	0.000	2.343	0	0.000
71430.046	0.000	2.346	0	0.000
71490.045	0.000	2.339	0	0.000
71550.035	0.000	2.343	0	0.000
71610.024	0.000	2.340	0	0.000
71670.029	0.000	2.346	0	0.000
71730.053	0.000	2.322	0	0.000
71790.073	0.000	2.328	0	0.000
71850.072	0.000	2.335	0	0.000
71910.062	0.000	2.338	0	0.000
71970.046	0.000	2.329	0	0.000
72030.046	0.000	2.319	0	0.000
72090.045	0.000	2.326	0	0.000
72150.039	0.000	2.314	0	0.000
72210.029	0.000	2.315	0	0.000
72270.043	0.000	2.305	0	0.000
72330.043	0.000	2.314	0	0.000
72390.027	0.000	2.317	0	0.000
72450.042	0.000	2.312	0	0.000
72510.041	0.000	2.307	0	0.000
72570.026	0.000	2.316	0	0.000
72630.015	0.000	2.308	0	0.000
72690.030	0.000	2.285	0	0.000
72750.034	0.000	2.291	0	0.000
72810.049	0.000	2.292	0	0.000
72870.048	0.000	2.305	0	0.000
72930.048	0.000	2.295	0	0.000
72990.072	0.000	2.300	0	0.000
73050.037	0.000	2.310	0	0.000
73110.026	0.000	2.296	0	0.000
73170.036	0.000	2.286	0	0.000
73230.030	0.000	2.285	0	0.000
73290.055	0.000	2.295	0	0.000
73350.054	0.000	2.291	0	0.000
73410.053	0.000	2.281	0	0.000
73470.043	0.000	2.273	0	0.000
73530.047	0.000	2.278	0	0.000
73590.052	0.000	2.285	0	0.000
73650.021	0.000	2.275	0	0.000
73710.031	0.000	2.269	0	0.000
73770.040	0.000	2.277	0	0.000
73830.040	0.000	2.278	0	0.000
73890.044	0.000	2.270	0	0.000
73950.044	0.000	2.271	0	0.000
74010.043	0.000	2.268	0	0.000
74070.028	0.000	2.269	0	0.000
74130.017	0.000	2.251	0	0.000
74190.047	0.000	2.257	0	0.000
74250.056	0.000	2.259	0	0.000
74310.046	0.000	2.265	0	0.000
74370.040	0.000	2.246	0	0.000
74430.025	0.000	2.251	0	0.000
74490.049	0.000	2.243	0	0.000
74550.049	0.000	2.248	0	0.000
74610.018	0.000	2.243	0	0.000
74670.043	0.000	2.250	0	0.000
74730.062	0.000	2.258	0	0.000
74790.067	0.000	2.254	0	0.000
74850.061	0.000	2.246	0	0.000
74910.030	0.000	2.240	0	0.000
74970.030	0.000	2.251	0	0.000
75030.029	0.000	2.239	0	0.000
75090.034	0.000	2.228	0	0.000
75150.048	0.000	2.241	0	0.000
75210.043	0.000	2.242	0	0.000
75270.057	0.000	2.240	0	0.000
75330.072	0.000	2.235	0	0.000
75390.046	0.000	2.237	0	0.000
75450.046	0.000	2.241	0	0.000
75510.045	0.000	2.234	0	0.000
75570.015	0.000	2.217	0	0.000
75630.044	0.000	2.228	0	0.000
75690.054	0.000	2.230	0	0.000
75750.053	0.000	2.227	0	0.000
75810.078	0.000	2.212	0	0.000
75870.072	0.000	2.228	0	0.000
75930.042	0.000	2.220	0	0.000
75990.016	0.000	2.222	0	0.000
76050.045	0.000	2.210	0	0.000
76110.075	0.000	2.210	0	0.000
76170.049	0.000	2.213	0	0.000
76230.024	0.000	2.209	0	0.000
76290.048	0.000	2.202	0	0.000
76350.058	0.000	2.208	0	0.000
76410.057	0.000	2.217	0	0.000
76470.072	0.000	2.210	0	0.000
76530.056	0.000	2.202	0	0.000
76590.031	0.000	2.205	0	0.000
76650.045	0.000	2.199	0	0.000
76710.070	0.000	2.192	0	0.000
76770.059	0.000	2.185	0	0.000
76830.049	0.000	2.195	0	0.000
76890.048	0.000	2.205	0	0.000
76950.063	0.000	2.196	0	0.000
77010.072	0.000	2.183	0	0.000
77070.072	0.000	2.189	0	0.000
77130.071	0.000	2.196	0	0.000
77190.046	0.000	2.181	0	0.000
77250.025	0.000	2.182	0	0.000
77310.024	0.000	2.185	0	0.000
77370.029	0.000	2.185	0	0.000
77430.028	0.000	2.173	0	0.000
77490.048	0.000	2.174	0	0.000
77550.062	0.000	2.182	0	0.000
77610.037	0.000	2.181	0	0.000
77670.021	0.000	2.167	0	0.000
77730.036	0.000	2.167	0	0.000
77790.060	0.000	2.181	0	0.000
77850.070	0.000	2.177	0	0.000
77910.059	0.000	2.161	0	0.000
77970.034	0.000	2.159	0	0.000
78030.048	0.000	2.155	0	0.000
78090.048	0.000	2.164	0	0.000
78150.017	0.000	2.160	0	0.000
78210.017	0.000	2.162	0	0.000
78270.031	0.000	2.169	0	0.000
78330.061	0.000	2.170	0	0.000
78390.050	0.000	2.150	0	0.000
78450.040	0.000	2.154	0	0.000
78510.064	0.000	2.150	0	0.000
78570.058	0.000	2.155	0	0.000
78630.058	0.000	2.140	0	0.000
78690.062	0.000	2.144	0	0.000
78750.062	0.000	2.137	0	0.000
78810.046	0.000	2.142	0	0.000
78870.011	0.000	2.132	0	0.000
78930.010	0.000	2.135	0	0.000
78990.050	0.000	2.135	0	0.000
79050.064	0.000	2.130	0	0.000
79110.064	0.000	2.125	0	0.000
79170.078	0.000	2.131	0	0.000
79230.073	0.000	2.128	0	0.000
79290.062	0.000	2.127	0	0.000
79350.057	0.000	2.117	0	0.000
79410.051	0.000	2.116	0	0.000
79470.046	0.000	2.120	0	0.000
79530.060	0.000	2.119	0	0.000
79590.045	0.000	2.114	0	0.000
79650.044	0.000	2.113	0	0.000
79710.049	0.000	2.110	0	0.000
79770.023	0.000	2.108	0	0.000
79830.048	0.000	2.099	0	0.000
79890.047	0.000	2.100	0	0.000
79950.046	0.000	2.116	0	0.000
80010.051	0.000	2.115	0	0.000
80070.050	0.000	2.112	0	0.000
80130.055	0.000	2.122	0	0.000
80190.044	0.000	2.121	0	0.000
80250.049	0.000	2.115	0	0.000
80310.053	0.000	2.108	0	0.000
80370.043	0.000	2.113	0	0.000
80430.022	0.000	2.115	0	0.000
80490.022	0.000	2.102	0	0.000
80550.026	0.000	2.097	0	0.000
80610.036	0.000	2.092	0	0.000
80670.025	0.000	2.102	0	0.000
80730.015	0.000	2.092	0	0.000
80790.034	0.000	2.085	0	0.000
80850.034	0.000	2.088	0	0.000
80910.048	0.000	2.091	0	0.000
80970.073	0.000	2.079	0	0.000
81030.047	0.000	2.075	0	0.000
81090.022	0.000	2.081	0	0.000
81150.011	0.000	2.082	0	0.000
81210.040	0.000	2.070	0	0.000
81270.065	0.000	2.066	0	0.000
81330.064	0.000	2.073	0	0.000
81390.064	0.000	2.064	0	0.000
81450.048	0.000	2.051	0	0.000
81510.063	0.000	2.054	0	0.000
81570.052	0.000	2.060	0	0.000
81630.037	0.000	2.056	0	0.000
81690.056	0.000	2.037	0	0.000
81750.041	0.000	2.042	0	0.000
81810.045	0.000	2.042	0	0.000
81870.045	0.000	2.045	0	0.000
81930.029	0.000	2.032	0	0.000
81990.059	0.000	2.029	0	0.000
82050.058	0.000	2.041	0	0.000
82110.023	0.000	2.044	0	0.000
82170.017	0.000	2.031	0	0.000
82230.042	0.000	2.026	0	0.000
82290.036	0.000	2.024	0	0.000
82350.036	0.000	2.025	0	0.000
82410.035	0.000	2.007	0	0.000
82470.024	0.000	2.014	0	0.000
82530.054	0.000	2.007	0	0.000
82590.048	0.000	2.005	0	0.000
82650.018	0.000	1.999	0	0.000
82710.022	0.000	2.003	0	0.000
82770.027	0.000	2.006	0	0.000
82830.041	0.000	2.007	0	0.000
82890.051	0.000	1.997	0	0.000
82950.035	0.000	1.991	0	0.000
83010.015	0.000	2.003	0	0.000
83070.029	0.000	1.993	0	0.000
83130.029	0.000	1.989	0	0.000
83190.028	0.000	1.991	0	0.000
83250.058	0.000	1.993	0	0.000
83310.032	0.000	1.985	0	0.000
83370.012	0.000	1.975	0	0.000
83430.036	0.000	1.976	0	0.000
83490.051	0.000	1.982	0	0.000
83550.065	0.000	1.968	0	0.000
83610.065	0.000	1.965	0	0.000
83670.034	0.000	1.963	0	0.000
83730.023	0.000	1.972	0	0.000
83790.043	0.000	1.960	0	0.000
83850.042	0.000	1.951	0	0.000
83910.037	0.000	1.953	0	0.000
83970.036	0.000	1.960	0	0.000
84030.016	0.000	1.966	0	0.000
84090.020	0.000	1.954	0	0.000
84150.020	0.000	1.952	0	0.000
84210.009	0.000	1.950	0	0.000
84270.009	0.000	1.936	0	0.000
84330.013	0.000	1.935	0	0.000
84390.023	0.000	1.933	0	0.000
84450.012	0.000	1.942	0	0.000
84510.027	0.000	1.927	0	0.000
84570.056	0.000	1.926	0	0.000
84630.071	0.000	1.931	0	0.000
84690.065	0.000	1.932	0	0.000
84750.040	0.000	1.924	0	0.000
84810.029	0.000	1.920	0	0.000
84870.029	0.000	1.926	0	0.000
84930.043	0.000	1.920	0	0.000
84990.068	0.000	1.912	0	0.000
85050.067	0.000	1.912	0	0.000
85110.041	0.000	1.910	0	0.000
85170.051	0.000	1.912	0	0.000
85230.065	0.000	1.905	0	0.000
85290.065	0.000	1.906	0	0.000
85350.054	0.000	1.900	0	0.000
85410.019	0.000	1.904	0	0.000
85470.013	0.000	1.892	0	0.000
85530.013	0.000	1.893	0	0.000
85590.002	0.000	1.890	0	0.000
85650.002	0.000	1.890	0	0.000
85710.011	0.000	1.880	0	0.000
85770.036	0.000	1.874	0	0.000
85830.065	0.000	1.883	0	0.000
85890.055	0.000	1.882	0	0.000
85950.024	0.000	1.870	0	0.000
86010.049	0.000	1.871	0	0.000
86070.078	0.000	1.870	0	0.000
86130.053	0.000	1.870	0	0.000
86190.052	0.000	1.861	0	0.000
86250.067	0.000	1.863	0	0.000
86310.056	0.000	1.867	0	0.000
86370.030	0.000	1.868	0	0.000
86430.015	0.000	1.850	0	0.000
86490.024	0.000	1.850	0	0.000
86550.024	0.000	1.855	0	0.000
86610.013	0.000	1.849	0	0.000
